S/N,Project Name,Street Name,Type,Postal District,Market Segment,Tenure,Type of Sale,No. of Units,Price ($),Nett Price ($),Area (Sqft),Type of Area,Floor Level,Unit Price ($psf),Date of Sale
3239,SEAHILL,WEST COAST CRESCENT,Condominium,5,OCR,99 yrs lease commencing from 2011,Resale,1,1430000,-,1044,Strata,11 to 15,1370,Oct-19
3240,WEST BAY CONDOMINIUM,WEST COAST CRESCENT,Condominium,5,OCR,99 yrs lease commencing from 1991,Resale,1,1100000,-,1356,Strata,01 to 05,811,Oct-19
3241,THE STELLAR,WEST COAST ROAD,Condominium,5,OCR,Freehold,Resale,1,1750000,-,1389,Strata,01 to 05,1260,Oct-19
3242,CORALS AT KEPPEL BAY,KEPPEL BAY DRIVE,Condominium,4,RCR,99 yrs lease commencing from 2007,Resale,1,2556000,-,990,Strata,06 to 10,2581,Oct-19
3243,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 yrs lease commencing from 2006,Resale,1,3264504,-,1808,Strata,01 to 05,1805,Oct-19
3244,CORALS AT KEPPEL BAY,KEPPEL BAY DRIVE,Condominium,4,RCR,99 yrs lease commencing from 2007,Resale,1,1576000,-,689,Strata,06 to 10,2288,Oct-19
3245,CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,Condominium,4,RCR,99 yrs lease commencing from 1999,Resale,1,1910000,-,1270,Strata,06 to 10,1504,Oct-19
3246,CLEMENTIWOODS CONDOMINIUM,WEST COAST ROAD,Condominium,5,OCR,99 yrs lease commencing from 2006,Resale,1,1190000,-,1001,Strata,01 to 05,1189,Sep-19
3247,THE PARC CONDOMINIUM,WEST COAST WALK,Condominium,5,OCR,Freehold,Resale,1,1740000,-,1302,Strata,16 to 20,1336,Sep-19
3248,QUEENS,STIRLING ROAD,Condominium,3,RCR,99 yrs lease commencing from 1998,Resale,1,1530000,-,1195,Strata,31 to 35,1281,Sep-19
3249,THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,3888000,-,1873,Strata,01 to 05,2076,Sep-19
3250,ONE SHENTON,SHENTON WAY,Apartment,1,CCR,99 yrs lease commencing from 2005,Resale,1,2100000,-,1528,Strata,11 to 15,1374,Sep-19
3251,DOVER PARKVIEW,DOVER RISE,Condominium,5,RCR,99 yrs lease commencing from 1993,Resale,1,980000,-,936,Strata,16 to 20,1046,Sep-19
3252,PASIR VIEW PARK,PASIR PANJANG ROAD,Condominium,5,RCR,Freehold,Resale,1,1250000,-,990,Strata,01 to 05,1262,Sep-19
3253,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 yrs lease commencing from 2006,Resale,1,1698000,-,1055,Strata,01 to 05,1610,Sep-19
3254,ALTEZ,ENGGOR STREET,Apartment,2,CCR,99 yrs lease commencing from 2008,Resale,1,1320000,-,603,Strata,16 to 20,2190,Sep-19
3255,THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,2350000,-,1356,Strata,11 to 15,1733,Sep-19
3256,SEASCAPE,COVE WAY,Condominium,4,CCR,99 yrs lease commencing from 2007,Resale,1,4482600,-,2164,Strata,01 to 05,2072,Sep-19
3257,ALTEZ,ENGGOR STREET,Apartment,2,CCR,99 yrs lease commencing from 2008,Resale,1,1188000,-,549,Strata,16 to 20,2164,Sep-19
3258,SPOTTISWOODE RESIDENCES,SPOTTISWOODE PARK ROAD,Condominium,2,RCR,Freehold,Resale,1,1138000,-,603,Strata,16 to 20,1888,Sep-19
3259,CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,Condominium,4,RCR,99 yrs lease commencing from 1999,Resale,1,1700000,-,1270,Strata,06 to 10,1338,Sep-19
3260,HUNDRED TREES,WEST COAST DRIVE,Condominium,5,OCR,956 yrs lease commencing from 1928,Resale,1,1190000,-,915,Strata,06 to 10,1301,Sep-19
3261,CORALS AT KEPPEL BAY,KEPPEL BAY DRIVE,Condominium,4,RCR,99 yrs lease commencing from 2007,Resale,1,1899000,-,893,Strata,01 to 05,2126,Sep-19
3262,TWIN REGENCY,KIM TIAN ROAD,Condominium,3,RCR,Freehold,Resale,1,1830000,-,980,Strata,26 to 30,1868,Sep-19
3263,VARSITY PARK CONDOMINIUM,WEST COAST ROAD,Condominium,5,OCR,99 yrs lease commencing from 2004,Resale,1,1700000,-,1496,Strata,01 to 05,1136,Sep-19
3264,LUMIERE,MISTRI ROAD,Apartment,2,CCR,99 yrs lease commencing from 2006,Resale,1,1100000,-,678,Strata,11 to 15,1622,Sep-19
3265,THE METROPOLITAN CONDOMINIUM,ALEXANDRA VIEW,Condominium,3,RCR,99 yrs lease commencing from 2006,Resale,1,1490000,-,1033,Strata,21 to 25,1442,Sep-19
3266,BLUE HORIZON,WEST COAST CRESCENT,Condominium,5,OCR,99 yrs lease commencing from 2000,Resale,1,1350000,-,1475,Strata,01 to 05,915,Sep-19
3267,CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,Condominium,4,RCR,99 yrs lease commencing from 1999,Resale,1,1570000,-,904,Strata,06 to 10,1736,Sep-19
3268,MONTEREY PARK CONDOMINIUM,WEST COAST RISE,Condominium,5,OCR,999 yrs lease commencing from 1885,Resale,1,1455000,-,1249,Strata,01 to 05,1165,Sep-19
3269,TANGLIN VIEW,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 1997,Resale,1,2300000,-,1776,Strata,16 to 20,1295,Sep-19
3270,WALLICH RESIDENCE,WALLICH STREET,Apartment,2,CCR,99 yrs lease commencing from 2011,Resale,1,16500000,-,3509,Strata,56 to 60,4702,Sep-19
3271,TANGLIN VIEW,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 1997,Resale,1,1550000,-,1163,Strata,06 to 10,1333,Sep-19
3272,SKYLINE RESIDENCES,TELOK BLANGAH ROAD,Condominium,4,RCR,Freehold,Resale,1,1758000,-,829,Strata,11 to 15,2121,Sep-19
3273,THE INTERLACE,DEPOT ROAD,Condominium,4,RCR,99 yrs lease commencing from 2009,Resale,1,2268000,-,1894,Strata,06 to 10,1197,Sep-19
3274,DOMAIN 21,DELTA ROAD,Condominium,3,RCR,99 yrs lease commencing from 2004,Resale,1,1830000,-,1281,Strata,11 to 15,1429,Sep-19
3275,ASCENTIA SKY,ALEXANDRA VIEW,Condominium,3,RCR,99 yrs lease commencing from 2008,Resale,1,1480000,-,958,Strata,06 to 10,1545,Sep-19
3276,COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,Resale,1,1280000,-,700,Strata,11 to 15,1829,Sep-19
3277,THE OCEANFRONT @ SENTOSA COVE,OCEAN DRIVE,Condominium,4,CCR,99 yrs lease commencing from 2005,Resale,1,10398000,-,7793,Strata,11 to 15,1334,Sep-19
3278,THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,2505000,-,1227,Strata,06 to 10,2041,Sep-19
3279,DOVER PARKVIEW,DOVER RISE,Condominium,5,RCR,99 yrs lease commencing from 1993,Resale,1,1460000,-,1281,Strata,06 to 10,1140,Sep-19
3280,ONE SHENTON,SHENTON WAY,Apartment,1,CCR,99 yrs lease commencing from 2005,Resale,1,1880000,-,1098,Strata,21 to 25,1712,Sep-19
3281,THE ROCHESTER RESIDENCES,ROCHESTER DRIVE,Apartment,5,RCR,99 yrs lease commencing from 2005,Resale,1,1800000,-,1206,Strata,31 to 35,1493,Sep-19
3282,THE PARC CONDOMINIUM,WEST COAST WALK,Condominium,5,OCR,Freehold,Resale,1,918000,-,667,Strata,01 to 05,1376,Sep-19
3283,THE STELLAR,WEST COAST ROAD,Condominium,5,OCR,Freehold,Resale,1,2250000,-,2207,Strata,01 to 05,1020,Sep-19
3284,CRAIG PLACE,CRAIG ROAD,Apartment,2,RCR,99 yrs lease commencing from 1997,Resale,1,950000,-,560,Strata,06 to 10,1697,Sep-19
3285,CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,Condominium,4,RCR,99 yrs lease commencing from 1999,Resale,1,1820000,-,1216,Strata,01 to 05,1496,Sep-19
3286,THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,2307000,-,1163,Strata,06 to 10,1984,Sep-19
3287,CARABELLE,WEST COAST WAY,Condominium,5,OCR,956 yrs lease commencing from 1928,Resale,1,1650000,-,1302,Strata,01 to 05,1267,Sep-19
3288,ALEX RESIDENCES,ALEXANDRA VIEW,Apartment,3,RCR,99 yrs lease commencing from 2013,Resale,1,1880000,-,1044,Strata,26 to 30,1801,Sep-19
3289,QUEENS,STIRLING ROAD,Condominium,3,RCR,99 yrs lease commencing from 1998,Resale,1,1900000,-,2282,Strata,36 to 40,833,Sep-19
3290,HERITAGE VIEW,DOVER RISE,Condominium,5,RCR,99 yrs lease commencing from 1996,Resale,1,1360000,-,1206,Strata,01 to 05,1128,Sep-19
3291,THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,2315500,-,1195,Strata,01 to 05,1938,Sep-19
3292,DOVER PARKVIEW,DOVER RISE,Condominium,5,RCR,99 yrs lease commencing from 1993,Resale,1,1108000,-,936,Strata,11 to 15,1183,Sep-19
3293,TERESA VILLE,LOWER DELTA ROAD,Condominium,4,RCR,Freehold,Resale,1,2250000,-,1927,Strata,01 to 05,1168,Sep-19
3294,HORIZON RESIDENCES,PASIR PANJANG HILL,Condominium,5,RCR,Freehold,Resale,1,2250000,-,1475,Strata,01 to 05,1526,Sep-19
3295,VILLAGE @ PASIR PANJANG,PASIR PANJANG ROAD,Condominium,5,RCR,Freehold,Resale,1,1270000,-,840,Strata,01 to 05,1513,Sep-19
3296,THE STELLAR,WEST COAST ROAD,Condominium,5,OCR,Freehold,Resale,1,2100000,-,2056,Strata,01 to 05,1021,Sep-19
3297,ALEXIS,ALEXANDRA ROAD,Apartment,3,RCR,Freehold,Resale,1,702000,-,398,Strata,01 to 05,1763,Sep-19
3298,ALTEZ,ENGGOR STREET,Apartment,2,CCR,99 yrs lease commencing from 2008,Resale,1,1250000,-,549,Strata,11 to 15,2277,Sep-19
3299,TANGLIN VIEW,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 1997,Resale,1,1558000,-,1141,Strata,06 to 10,1365,Sep-19
3300,DOVER PARKVIEW,DOVER RISE,Condominium,5,RCR,99 yrs lease commencing from 1993,Resale,1,1020000,-,969,Strata,06 to 10,1053,Sep-19
3301,CORALS AT KEPPEL BAY,KEPPEL BAY DRIVE,Condominium,4,RCR,99 yrs lease commencing from 2007,Resale,1,1880000,-,840,Strata,06 to 10,2239,Sep-19
3302,THE SAIL @ MARINA BAY,MARINA BOULEVARD,Apartment,1,CCR,99 yrs lease commencing from 2002,Resale,1,1450000,-,893,Strata,36 to 40,1623,Sep-19
3303,REGENCY SUITES,KIM TIAN ROAD,Apartment,3,RCR,Freehold,Resale,1,1850000,-,980,Strata,31 to 35,1889,Sep-19
3304,CORALS AT KEPPEL BAY,KEPPEL BAY DRIVE,Condominium,4,RCR,99 yrs lease commencing from 2007,Resale,1,1955000,-,926,Strata,06 to 10,2112,Sep-19
3305,TANGLIN VIEW,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 1997,Resale,1,1580000,-,1141,Strata,11 to 15,1385,Sep-19
3306,HERITAGE VIEW,DOVER RISE,Condominium,5,RCR,99 yrs lease commencing from 1996,Resale,1,1360000,-,1206,Strata,01 to 05,1128,Sep-19
3307,THE FOLIAGE,PASIR PANJANG ROAD,Condominium,5,RCR,Freehold,Resale,1,1360000,-,1152,Strata,01 to 05,1181,Sep-19
3308,TANGLIN VIEW,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 1997,Resale,1,1530000,-,1163,Strata,11 to 15,1316,Sep-19
3309,THE SAIL @ MARINA BAY,MARINA BOULEVARD,Apartment,1,CCR,99 yrs lease commencing from 2002,Resale,1,1628000,-,861,Strata,16 to 20,1891,Sep-19
3310,THE SAIL @ MARINA BAY,MARINA BOULEVARD,Apartment,1,CCR,99 yrs lease commencing from 2002,Resale,1,2330000,-,1033,Strata,51 to 55,2255,Sep-19
3311,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 yrs lease commencing from 2006,Resale,1,2175785,-,1378,Strata,01 to 05,1579,Sep-19
3312,THE TRILINQ,JALAN LEMPENG,Condominium,5,OCR,99 yrs lease commencing from 2012,Resale,1,1600000,-,1109,Strata,06 to 10,1443,Sep-19
3313,WESTCOVE CONDOMINIUM,WEST COAST CRESCENT,Condominium,5,OCR,99 yrs lease commencing from 1995,Resale,1,970000,-,1109,Strata,06 to 10,875,Sep-19
3314,BLUE HORIZON,WEST COAST CRESCENT,Condominium,5,OCR,99 yrs lease commencing from 2000,Resale,1,1240000,-,1163,Strata,11 to 15,1067,Sep-19
3315,THE STELLAR,WEST COAST ROAD,Condominium,5,OCR,Freehold,Resale,1,1850000,-,1679,Strata,01 to 05,1102,Sep-19
3316,HERITAGE VIEW,DOVER RISE,Condominium,5,RCR,99 yrs lease commencing from 1996,Resale,1,1360000,-,1195,Strata,01 to 05,1138,Sep-19
3317,DOMAIN 21,DELTA ROAD,Condominium,3,RCR,99 yrs lease commencing from 2004,Resale,1,1820000,-,1281,Strata,06 to 10,1421,Sep-19
3318,CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,Condominium,4,RCR,99 yrs lease commencing from 1999,Resale,1,1400000,-,893,Strata,01 to 05,1567,Sep-19
3319,SPOTTISWOODE PARK,SPOTTISWOODE PARK ROAD,Apartment,2,RCR,99 yrs lease commencing from 1973,Resale,1,750000,-,850,Strata,06 to 10,882,Sep-19
3320,THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,1250000,-,614,Strata,01 to 05,2037,Sep-19
3321,SPOTTISWOODE 18,SPOTTISWOODE PARK ROAD,Apartment,2,RCR,Freehold,Resale,1,1100000,-,506,Strata,11 to 15,2174,Sep-19
3322,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 yrs lease commencing from 2006,Resale,1,2100545,-,1356,Strata,01 to 05,1549,Sep-19
3323,THE INTERLACE,DEPOT ROAD,Condominium,4,RCR,99 yrs lease commencing from 2009,Resale,1,1200000,-,807,Strata,06 to 10,1486,Sep-19
3324,ICON,GOPENG STREET,Apartment,2,CCR,99 yrs lease commencing from 2002,Resale,1,1050000,-,581,Strata,26 to 30,1806,Sep-19
3325,HERITAGE VIEW,DOVER RISE,Condominium,5,RCR,99 yrs lease commencing from 1996,Resale,1,1810000,-,1507,Strata,11 to 15,1201,Sep-19
3326,SPOTTISWOODE RESIDENCES,SPOTTISWOODE PARK ROAD,Condominium,2,RCR,Freehold,Resale,1,998888,-,592,Strata,11 to 15,1687,Sep-19
3327,THE ANCHORAGE,ALEXANDRA ROAD,Condominium,3,RCR,Freehold,Resale,1,2600000,-,1830,Strata,11 to 15,1421,Sep-19
3328,HARBOURLIGHTS,TELOK BLANGAH ROAD,Apartment,4,RCR,Freehold,Resale,1,1210000,-,818,Strata,01 to 05,1479,Sep-19
3329,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 yrs lease commencing from 2006,Resale,1,3000000,-,1905,Strata,11 to 15,1575,Sep-19
3330,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 yrs lease commencing from 2006,Resale,1,2152985,-,1378,Strata,01 to 05,1563,Sep-19
3331,THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,1270000,-,614,Strata,01 to 05,2070,Sep-19
3332,THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,2077020,-,1033,Strata,21 to 25,2010,Sep-19
3333,PASIR PANJANG LODGE,PASIR PANJANG ROAD,Apartment,5,RCR,Freehold,Resale,1,1250000,-,1281,Strata,01 to 05,976,Sep-19
3334,CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,Condominium,4,RCR,99 yrs lease commencing from 1999,Resale,1,1900000,-,1227,Strata,06 to 10,1548,Sep-19
3335,SPOTTISWOODE RESIDENCES,SPOTTISWOODE PARK ROAD,Condominium,2,RCR,Freehold,Resale,1,1015000,-,592,Strata,06 to 10,1714,Sep-19
3336,ECHELON,ALEXANDRA VIEW,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,2420000,-,1292,Strata,36 to 40,1874,Sep-19
3337,BOTANNIA,WEST COAST PARK,Condominium,5,OCR,956 yrs lease commencing from 1928,Resale,1,1800000,-,1593,Strata,01 to 05,1130,Sep-19
3338,CORALS AT KEPPEL BAY,KEPPEL BAY DRIVE,Condominium,4,RCR,99 yrs lease commencing from 2007,Resale,1,1880000,-,883,Strata,06 to 10,2130,Aug-19
3339,WALLICH RESIDENCE,WALLICH STREET,Apartment,2,CCR,99 yrs lease commencing from 2011,Resale,1,3420000,-,1098,Strata,46 to 50,3115,Aug-19
3340,WALLICH RESIDENCE,WALLICH STREET,Apartment,2,CCR,99 yrs lease commencing from 2011,Resale,1,3450000,-,1098,Strata,51 to 55,3142,Aug-19
3341,WEST-N,PASIR PANJANG ROAD,Apartment,5,RCR,Freehold,Resale,1,1550000,-,1216,Strata,01 to 05,1274,Aug-19
3342,THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,1330000,-,635,Strata,06 to 10,2094,Aug-19
3343,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 yrs lease commencing from 2006,Resale,1,2188000,-,1378,Strata,01 to 05,1588,Aug-19
3344,THE SAIL @ MARINA BAY,MARINA BOULEVARD,Apartment,1,CCR,99 yrs lease commencing from 2002,Resale,1,1300000,-,614,Strata,46 to 50,2119,Aug-19
3345,THE METROPOLITAN CONDOMINIUM,ALEXANDRA VIEW,Condominium,3,RCR,99 yrs lease commencing from 2006,Resale,1,2680000,-,1744,Strata,36 to 40,1537,Aug-19
3346,WALLICH RESIDENCE,WALLICH STREET,Apartment,2,CCR,99 yrs lease commencing from 2011,Resale,1,7600000,-,2034,Strata,56 to 60,3736,Aug-19
3347,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 yrs lease commencing from 2006,Resale,1,3335260,-,1808,Strata,01 to 05,1844,Aug-19
3348,BOTANNIA,WEST COAST PARK,Condominium,5,OCR,956 yrs lease commencing from 1928,Resale,1,1950000,-,1593,Strata,06 to 10,1224,Aug-19
3349,MONTEREY PARK CONDOMINIUM,WEST COAST RISE,Condominium,5,OCR,999 yrs lease commencing from 1885,Resale,1,1638888,-,1313,Strata,06 to 10,1248,Aug-19
3350,HARBOURLIGHTS,TELOK BLANGAH ROAD,Apartment,4,RCR,Freehold,Resale,1,1125000,-,721,Strata,01 to 05,1560,Aug-19
3351,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 yrs lease commencing from 2006,Resale,1,2046680,-,1249,Strata,06 to 10,1639,Aug-19
3352,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 yrs lease commencing from 2006,Resale,1,2051145,-,1302,Strata,01 to 05,1575,Aug-19
3353,THE SAIL @ MARINA BAY,MARINA BOULEVARD,Apartment,1,CCR,99 yrs lease commencing from 2002,Resale,1,1300000,-,614,Strata,56 to 60,2119,Aug-19
3354,ICON,GOPENG STREET,Apartment,2,CCR,99 yrs lease commencing from 2002,Resale,1,2130000,-,1259,Strata,36 to 40,1691,Aug-19
3355,ONE-NORTH RESIDENCES,ONE-NORTH GATEWAY,Apartment,5,RCR,99 yrs lease commencing from 2005,Resale,1,2145710,-,1421,Strata,11 to 15,1510,Aug-19
3356,BANYAN CONDOMINIUM,CHWEE CHIAN ROAD,Condominium,5,RCR,Freehold,Resale,1,1520000,-,1227,Strata,01 to 05,1239,Aug-19
3357,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 yrs lease commencing from 2006,Resale,1,1969920,-,1249,Strata,01 to 05,1578,Aug-19
3358,CORALS AT KEPPEL BAY,KEPPEL BAY DRIVE,Condominium,4,RCR,99 yrs lease commencing from 2007,Resale,1,1898000,-,840,Strata,06 to 10,2261,Aug-19
3359,ICON,GOPENG STREET,Apartment,2,CCR,99 yrs lease commencing from 2002,Resale,1,1045000,-,570,Strata,26 to 30,1832,Aug-19
3360,PEOPLE'S PARK COMPLEX,PARK ROAD,Apartment,1,RCR,99 yrs lease commencing from 1968,Resale,1,1138888,-,1604,Strata,11 to 15,710,Aug-19
3361,THE REGENCY AT TIONG BAHRU,CHAY YAN STREET,Condominium,3,RCR,Freehold,Resale,1,2350000,-,1270,Strata,21 to 25,1850,Aug-19
3362,CENTRAL GREEN CONDOMINIUM,JALAN MEMBINA,Condominium,3,RCR,99 yrs lease commencing from 1992,Resale,1,1750000,-,1292,Strata,06 to 10,1355,Aug-19
3363,THE PARC CONDOMINIUM,WEST COAST WALK,Condominium,5,OCR,Freehold,Resale,1,1750000,-,1518,Strata,01 to 05,1153,Aug-19
3364,THE PARC CONDOMINIUM,WEST COAST WALK,Condominium,5,OCR,Freehold,Resale,1,1385000,-,980,Strata,21 to 25,1414,Aug-19
3365,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 yrs lease commencing from 2006,Resale,1,3187200,-,1690,Strata,06 to 10,1886,Aug-19
3366,COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,3,RCR,99 yrs lease commencing from 2013,Resale,1,1370000,-,753,Strata,16 to 20,1818,Aug-19
3367,DOVER PARKVIEW,DOVER RISE,Condominium,5,RCR,99 yrs lease commencing from 1993,Resale,1,1070000,-,936,Strata,11 to 15,1143,Aug-19
3368,SPOTTISWOODE PARK,SPOTTISWOODE PARK ROAD,Apartment,2,RCR,99 yrs lease commencing from 1973,Resale,1,838000,-,850,Strata,06 to 10,985,Aug-19
3369,THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,1702000,-,807,Strata,06 to 10,2108,Aug-19
3370,SEAHILL,WEST COAST CRESCENT,Condominium,5,OCR,99 yrs lease commencing from 2011,Resale,1,705000,-,506,Strata,01 to 05,1394,Aug-19
3371,MARINA BAY SUITES,CENTRAL BOULEVARD,Condominium,1,CCR,99 yrs lease commencing from 2007,Resale,1,3030000,-,1625,Strata,36 to 40,1864,Aug-19
3372,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 yrs lease commencing from 2006,Resale,1,3362335,-,1905,Strata,01 to 05,1765,Aug-19
3373,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 yrs lease commencing from 2006,Resale,1,2980340,-,1776,Strata,06 to 10,1678,Aug-19
3374,LIIV RESIDENCES,PASIR PANJANG ROAD,Apartment,5,RCR,Freehold,Resale,1,1489000,-,936,Strata,01 to 05,1590,Aug-19
3375,ONE SHENTON,SHENTON WAY,Apartment,1,CCR,99 yrs lease commencing from 2005,Resale,1,1226000,-,614,Strata,26 to 30,1998,Aug-19
3376,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 yrs lease commencing from 2006,Resale,1,2244000,-,1378,Strata,06 to 10,1629,Aug-19
3377,THE COAST AT SENTOSA COVE,OCEAN DRIVE,Condominium,4,CCR,99 yrs lease commencing from 2006,Resale,1,4750000,-,2896,Strata,06 to 10,1640,Aug-19
3378,LIIV RESIDENCES,PASIR PANJANG ROAD,Apartment,5,RCR,Freehold,Resale,1,1580000,-,1292,Strata,01 to 05,1223,Aug-19
3379,PARC IMPERIAL,PASIR PANJANG ROAD,Condominium,5,RCR,Freehold,Resale,1,660000,-,398,Strata,01 to 05,1657,Aug-19
3380,LIIV RESIDENCES,PASIR PANJANG ROAD,Apartment,5,RCR,Freehold,Resale,1,1420000,-,980,Strata,01 to 05,1450,Aug-19
3381,LIIV RESIDENCES,PASIR PANJANG ROAD,Apartment,5,RCR,Freehold,Resale,1,1370000,-,1249,Strata,01 to 05,1097,Aug-19
3382,LIIV RESIDENCES,PASIR PANJANG ROAD,Apartment,5,RCR,Freehold,Resale,1,1100000,-,764,Strata,01 to 05,1439,Aug-19
3383,BLUE HORIZON,WEST COAST CRESCENT,Condominium,5,OCR,99 yrs lease commencing from 2000,Resale,1,1140000,-,1216,Strata,01 to 05,937,Aug-19
3384,LIIV RESIDENCES,PASIR PANJANG ROAD,Apartment,5,RCR,Freehold,Resale,1,1370000,-,947,Strata,01 to 05,1446,Aug-19
3385,SEAHILL,WEST COAST CRESCENT,Condominium,5,OCR,99 yrs lease commencing from 2011,Resale,1,875000,-,689,Strata,16 to 20,1270,Aug-19
3386,LIIV RESIDENCES,PASIR PANJANG ROAD,Apartment,5,RCR,Freehold,Resale,1,1100000,-,764,Strata,01 to 05,1439,Aug-19
3387,TANGLIN VIEW,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 1997,Resale,1,1168000,-,872,Strata,06 to 10,1340,Aug-19
3388,LIIV RESIDENCES,PASIR PANJANG ROAD,Apartment,5,RCR,Freehold,Resale,1,1090000,-,764,Strata,01 to 05,1426,Aug-19
3389,THE ROCHESTER RESIDENCES,ROCHESTER DRIVE,Apartment,5,RCR,99 yrs lease commencing from 2005,Resale,1,1150000,-,840,Strata,06 to 10,1370,Aug-19
3390,THE MAYLEA,PASIR PANJANG ROAD,Condominium,5,RCR,Freehold,Resale,1,1580000,-,1227,Strata,01 to 05,1288,Aug-19
3391,THE PEARL @ MOUNT FABER,MOUNT FABER ROAD,Condominium,4,RCR,99 yrs lease commencing from 2002,Resale,1,1598888,-,1389,Strata,06 to 10,1151,Aug-19
3392,QUEENS,STIRLING ROAD,Condominium,3,RCR,99 yrs lease commencing from 1998,Resale,1,1550000,-,1184,Strata,26 to 30,1309,Aug-19
3393,ROBINSON SUITES,ROBINSON ROAD,Apartment,1,CCR,Freehold,Resale,1,1237500,-,495,Strata,36 to 40,2499,Aug-19
3394,WHITEHAVEN,PASIR PANJANG ROAD,Apartment,5,RCR,Freehold,Resale,1,970000,-,538,Strata,01 to 05,1802,Aug-19
3395,WALLICH RESIDENCE,WALLICH STREET,Apartment,2,CCR,99 yrs lease commencing from 2011,Resale,1,4300000,-,1313,Strata,51 to 55,3274,Aug-19
3396,HARBOUR VIEW TOWERS,TELOK BLANGAH DRIVE,Condominium,4,RCR,99 yrs lease commencing from 1990,Resale,1,1925000,-,1615,Strata,21 to 25,1192,Aug-19
3397,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,4,RCR,99 yrs lease commencing from 2006,Resale,1,3400000,-,2110,Strata,31 to 35,1612,Aug-19
3398,SEAHILL,WEST COAST CRESCENT,Condominium,5,OCR,99 yrs lease commencing from 2011,Resale,1,725000,-,495,Strata,11 to 15,1464,Aug-19
3399,THE PEARL @ MOUNT FABER,MOUNT FABER ROAD,Condominium,4,RCR,99 yrs lease commencing from 2002,Resale,1,1660000,-,1389,Strata,06 to 10,1195,Aug-19
3400,76 SHENTON,SHENTON WAY,Apartment,2,CCR,99 yrs lease commencing from 2007,Resale,1,1280000,-,624,Strata,31 to 35,2050,Aug-19
