S/N,Project Name,Street Name,Type,Postal District,Market Segment,Tenure,Type of Sale,No. of Units,Price ($),Nett Price ($),Area (Sqft),Type of Area,Floor Level,Unit Price ($psf),Date of Sale
1909,SUNSHINE PLAZA,PRINSEP LINK,Apartment,7,RCR,99 yrs lease commencing from 1997,Resale,1,1050000,-,764,Strata,06 to 10,1374,Jan-21
1910,THE SIXTH AVENUE RESIDENCES,SIXTH AVENUE,Condominium,10,CCR,Freehold,Resale,1,2220000,-,1292,Strata,01 to 05,1719,Jan-21
1911,DUCHESS CREST,DUCHESS AVENUE,Condominium,10,CCR,99 yrs lease commencing from 1995,Resale,1,2540000,-,1711,Strata,01 to 05,1484,Jan-21
1912,MERA SPRINGS,CARLISLE ROAD,Condominium,8,RCR,Freehold,Resale,1,1555000,-,1066,Strata,06 to 10,1459,Jan-21
1913,THE TRIZON,RIDGEWOOD CLOSE,Condominium,10,CCR,Freehold,Resale,1,3680000,-,2174,Strata,01 to 05,1692,Jan-21
1914,PARVIS,HOLLAND HILL,Condominium,10,CCR,Freehold,Resale,1,3280000,-,1701,Strata,06 to 10,1929,Jan-21
1915,SUNSHINE PLAZA,PRINSEP LINK,Apartment,7,RCR,99 yrs lease commencing from 1997,Resale,1,1448800,-,1302,Strata,01 to 05,1112,Jan-21
1916,1919,SOPHIA ROAD,Apartment,9,CCR,Freehold,Resale,1,1170000,-,560,Strata,01 to 05,2090,Jan-21
1917,SUITES AT ORCHARD,HANDY ROAD,Apartment,9,CCR,99 yrs lease commencing from 2007,Resale,1,1218000,-,807,Strata,01 to 05,1509,Jan-21
1918,HIJAUAN,CAVENAGH ROAD,Apartment,9,CCR,Freehold,Resale,1,1850000,-,1001,Strata,01 to 05,1848,Jan-21
1919,CAVENAGH GARDENS,CAVENAGH ROAD,Apartment,9,CCR,Freehold,Resale,1,1550000,-,1163,Strata,01 to 05,1333,Jan-21
1920,LANGSTON VILLE,KIM YAM ROAD,Apartment,9,CCR,999 yrs lease commencing from 1841,Resale,1,1510000,-,936,Strata,06 to 10,1612,Jan-21
1921,8 SAINT THOMAS,ST. THOMAS WALK,Condominium,9,CCR,Freehold,Resale,1,3460000,-,1302,Strata,06 to 10,2657,Jan-21
1922,ROBERTSON 100,ROBERTSON QUAY,Apartment,9,CCR,Freehold,Resale,1,1365000,-,678,Strata,06 to 10,2013,Jan-21
1923,JADE GARDEN,ROBIN ROAD,Apartment,10,CCR,Freehold,Resale,1,2910000,-,1862,Strata,01 to 05,1563,Jan-21
1924,GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,Resale,1,6380000,-,2508,Strata,06 to 10,2544,Jan-21
1925,SPRING GROVE,GRANGE ROAD,Condominium,10,CCR,99 yrs lease commencing from 1991,Resale,1,2600000,-,1668,Strata,16 to 20,1558,Jan-21
1926,THE LEVELZ,FARRER ROAD,Condominium,10,CCR,Freehold,Resale,1,2790000,-,2443,Strata,06 to 10,1142,Jan-21
1927,CHIVERTON,EWE BOON ROAD,Apartment,10,CCR,Freehold,Resale,1,1950000,-,1292,Strata,11 to 15,1510,Jan-21
1928,SOUTHBANK,NORTH BRIDGE ROAD,Apartment,7,RCR,99 yrs lease commencing from 2006,Resale,1,1530000,-,969,Strata,26 to 30,1579,Jan-21
1929,OXFORD SUITES,OXFORD ROAD,Apartment,8,RCR,Freehold,Resale,1,960000,-,678,Strata,11 to 15,1416,Jan-21
1930,THE OXLEY,OXLEY RISE,Apartment,9,CCR,Freehold,Resale,1,1408800,-,710,Strata,06 to 10,1983,Jan-21
1931,ST REGIS RESIDENCES SINGAPORE,TANGLIN ROAD,Apartment,10,CCR,999 yrs lease commencing from 1995,Resale,1,4800000,-,2594,Strata,06 to 10,1850,Jan-21
1932,UE SQUARE,RIVER VALLEY ROAD,Apartment,9,CCR,929 yrs lease commencing from 1953,Resale,1,2780000,-,1518,Strata,11 to 15,1832,Jan-21
1933,THE LAURELS,CAIRNHILL ROAD,Condominium,9,CCR,Freehold,Resale,1,2300000,-,883,Strata,06 to 10,2606,Jan-21
1934,DUCHESS CREST,DUCHESS AVENUE,Condominium,10,CCR,99 yrs lease commencing from 1995,Resale,1,2050000,-,1711,Strata,01 to 05,1198,Jan-21
1935,ORANGE GROVE RESIDENCES,ORANGE GROVE ROAD,Condominium,10,CCR,Freehold,Resale,1,5950000,-,3671,Strata,01 to 05,1621,Jan-21
1936,CYAN,KENG CHIN ROAD,Condominium,10,CCR,Freehold,Resale,1,2200000,-,1098,Strata,01 to 05,2004,Jan-21
1937,LIANG SEAH COURT,LIANG SEAH STREET,Apartment,7,CCR,999 yrs lease commencing from 1827,Resale,1,1050000,-,581,Strata,01 to 05,1806,Jan-21
1938,SOHO 188,RACE COURSE ROAD,Apartment,8,RCR,Freehold,Resale,1,680000,-,463,Strata,01 to 05,1469,Jan-21
1939,8 SAINT THOMAS,ST. THOMAS WALK,Condominium,9,CCR,Freehold,Resale,1,2540000,-,872,Strata,31 to 35,2913,Jan-21
1940,MERA SPRINGS,CARLISLE ROAD,Condominium,8,RCR,Freehold,Resale,1,1900000,-,1292,Strata,01 to 05,1471,Jan-21
1941,EMILY RESIDENCE,MOUNT EMILY ROAD,Apartment,9,CCR,Freehold,Resale,1,960000,-,667,Strata,06 to 10,1438,Jan-21
1942,THE MERCURY,SHANGHAI ROAD,Apartment,10,CCR,Freehold,Resale,1,1270000,-,635,Strata,06 to 10,2000,Jan-21
1943,RESIDENTIAL APARTMENTS,BUKIT TIMAH ROAD,Apartment,10,CCR,Freehold,Resale,1,2175000,-,1841,Strata,01 to 05,1182,Jan-21
1944,ASPEN HEIGHTS,RIVER VALLEY ROAD,Condominium,9,CCR,999 yrs lease commencing from 1841,Resale,1,5340000,-,3197,Strata,11 to 15,1670,Jan-21
1945,THE TRIZON,RIDGEWOOD CLOSE,Condominium,10,CCR,Freehold,Resale,1,1830000,-,1044,Strata,16 to 20,1753,Jan-21
1946,RIDGEWOOD,MOUNT SINAI DRIVE,Condominium,10,CCR,999 yrs lease commencing from 1885,Resale,1,2430000,-,1744,Strata,11 to 15,1394,Jan-21
1947,8 SAINT THOMAS,ST. THOMAS WALK,Condominium,9,CCR,Freehold,Resale,1,2818000,-,1044,Strata,21 to 25,2699,Jan-21
1948,LEONIE PARC VIEW,LEONIE HILL ROAD,Apartment,9,CCR,Freehold,Resale,1,4600000,-,2250,Strata,11 to 15,2045,Jan-21
1949,SKYLINE 360 @ SAINT THOMAS WALK,ST. THOMAS WALK,Condominium,9,CCR,Freehold,Resale,1,3850000,-,1733,Strata,16 to 20,2222,Jan-21
1950,ASPEN HEIGHTS,RIVER VALLEY ROAD,Condominium,9,CCR,999 yrs lease commencing from 1841,Resale,1,2500000,-,1324,Strata,06 to 10,1888,Jan-21
1951,SOHO 188,RACE COURSE ROAD,Apartment,8,RCR,Freehold,Resale,1,668000,-,441,Strata,01 to 05,1514,Dec-20
1952,WATERSCAPE AT CAVENAGH,CAVENAGH ROAD,Apartment,9,CCR,Freehold,Resale,1,2370000,-,1302,Strata,06 to 10,1820,Dec-20
1953,SIXTH AVENUE CENTRE,BUKIT TIMAH ROAD,Apartment,10,CCR,Freehold,Resale,1,1588000,-,1173,Strata,01 to 05,1353,Dec-20
1954,TOMLINSON HEIGHTS,TOMLINSON ROAD,Condominium,10,CCR,Freehold,Resale,1,13225806,-,4047,Strata,26 to 30,3268,Dec-20
1955,PINEWOOD GARDENS,BALMORAL PARK,Condominium,10,CCR,Freehold,Resale,1,3100000,-,1668,Strata,06 to 10,1858,Dec-20
1956,THE LIGHT @ CAIRNHILL,CAIRNHILL CIRCLE,Condominium,9,CCR,Freehold,Resale,1,1380000,-,700,Strata,B1 to B5,1972,Dec-20
1957,THE TESSARINA,WILBY ROAD,Condominium,10,CCR,Freehold,Resale,1,1775000,-,990,Strata,01 to 05,1792,Dec-20
1958,STEVENS LOFT,STEVENS DRIVE,Apartment,10,CCR,Freehold,Resale,1,1400000,-,861,Strata,01 to 05,1626,Dec-20
1959,LEEDON RESIDENCE,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,Resale,1,4653000,-,2110,Strata,01 to 05,2205,Dec-20
1960,GALLOP GABLES,FARRER ROAD,Condominium,10,CCR,Freehold,Resale,1,5200000,-,2960,Strata,01 to 05,1757,Dec-20
1961,NEWTON EDGE,MAKEWAY AVENUE,Apartment,9,CCR,Freehold,Resale,1,1030000,-,624,Strata,16 to 20,1650,Dec-20
1962,HILLTOPS,CAIRNHILL CIRCLE,Condominium,9,CCR,Freehold,Resale,1,6200000,-,2056,Strata,01 to 05,3016,Dec-20
1963,8 SAINT THOMAS,ST. THOMAS WALK,Condominium,9,CCR,Freehold,Resale,1,2948800,-,1152,Strata,11 to 15,2560,Dec-20
1964,ORCHARD BEL AIR,ORCHARD BOULEVARD,Condominium,10,CCR,99 yrs lease commencing from 1980,Resale,1,4760000,-,3240,Strata,21 to 25,1469,Dec-20
1965,CITY SQUARE RESIDENCES,KITCHENER LINK,Condominium,8,RCR,Freehold,Resale,1,1450000,-,840,Strata,06 to 10,1727,Dec-20
1966,NATHAN RESIDENCES,NATHAN ROAD,Apartment,10,CCR,Freehold,Resale,1,1450000,-,775,Strata,06 to 10,1871,Dec-20
1967,THE COSMOPOLITAN,KIM SENG ROAD,Condominium,9,CCR,Freehold,Resale,1,2680000,-,1141,Strata,31 to 35,2349,Dec-20
1968,HORIZON TOWERS,LEONIE HILL ROAD,Condominium,9,CCR,99 yrs lease commencing from 1979,Resale,1,3050000,-,2303,Strata,06 to 10,1324,Dec-20
1969,PARKVIEW ECLAT,GRANGE ROAD,Condominium,10,CCR,Freehold,Resale,1,10180000,-,3251,Strata,06 to 10,3132,Dec-20
1970,LEONIE PARC VIEW,LEONIE HILL ROAD,Apartment,9,CCR,Freehold,Resale,1,4388000,-,2013,Strata,21 to 25,2180,Dec-20
1971,WATERSCAPE AT CAVENAGH,CAVENAGH ROAD,Apartment,9,CCR,Freehold,Resale,1,2050000,-,1066,Strata,01 to 05,1924,Dec-20
1972,THE INSPIRA,ARNASALAM CHETTY ROAD,Condominium,9,CCR,Freehold,Resale,1,2860000,-,1561,Strata,01 to 05,1832,Dec-20
1973,KERRISDALE,STURDEE ROAD,Condominium,8,RCR,99 yrs lease commencing from 1998,Resale,1,1190000,-,990,Strata,11 to 15,1202,Dec-20
1974,ARDMORE II,ARDMORE PARK,Condominium,10,CCR,Freehold,Resale,1,5480000,-,2024,Strata,16 to 20,2708,Dec-20
1975,URBANA,RIVER VALLEY CLOSE,Condominium,9,CCR,Freehold,Resale,1,2690000,-,1313,Strata,31 to 35,2048,Dec-20
1976,ASPEN HEIGHTS,RIVER VALLEY ROAD,Condominium,9,CCR,999 yrs lease commencing from 1841,Resale,1,2550000,-,1755,Strata,01 to 05,1453,Dec-20
1977,RIVERGATE,ROBERTSON QUAY,Apartment,9,CCR,Freehold,Resale,1,2508000,-,1023,Strata,11 to 15,2453,Dec-20
1978,HORIZON TOWERS,LEONIE HILL,Condominium,9,CCR,99 yrs lease commencing from 1979,Resale,1,3360000,-,2583,Strata,01 to 05,1301,Dec-20
1979,ASTRID MEADOWS,CORONATION ROAD WEST,Condominium,10,CCR,Freehold,Resale,1,2980000,-,1787,Strata,01 to 05,1668,Dec-20
1980,CITY SQUARE RESIDENCES,KITCHENER LINK,Condominium,8,RCR,Freehold,Resale,1,1700000,-,1195,Strata,06 to 10,1423,Dec-20
1981,THE MERCURY,SHANGHAI ROAD,Apartment,10,CCR,Freehold,Resale,1,1900000,-,1044,Strata,11 to 15,1820,Dec-20
1982,HIJAUAN,CAVENAGH ROAD,Apartment,9,CCR,Freehold,Resale,1,1920000,-,1012,Strata,01 to 05,1898,Dec-20
1983,THE PIER AT ROBERTSON,MOHAMED SULTAN ROAD,Apartment,9,CCR,Freehold,Resale,1,2050000,-,1055,Strata,01 to 05,1943,Dec-20
1984,CAIRNHILL NINE,CAIRNHILL ROAD,Apartment,9,CCR,99 yrs lease commencing from 2014,Resale,1,4100000,-,2013,Strata,06 to 10,2037,Dec-20
1985,8 SAINT THOMAS,ST. THOMAS WALK,Condominium,9,CCR,Freehold,Resale,1,2520000,-,872,Strata,26 to 30,2890,Dec-20
1986,THE SIXTH AVENUE RESIDENCES,SIXTH AVENUE,Condominium,10,CCR,Freehold,Resale,1,2380000,-,1356,Strata,01 to 05,1755,Dec-20
1987,THE TESSARINA,WILBY ROAD,Condominium,10,CCR,Freehold,Resale,1,2200000,-,1518,Strata,01 to 05,1450,Dec-20
1988,8 SAINT THOMAS,ST. THOMAS WALK,Condominium,9,CCR,Freehold,Resale,1,3561000,-,1302,Strata,06 to 10,2734,Dec-20
1989,PATERSON RESIDENCE,PATERSON ROAD,Condominium,9,CCR,Freehold,Resale,1,3250000,-,1496,Strata,01 to 05,2172,Dec-20
1990,LATITUDE,JALAN MUTIARA,Condominium,10,CCR,Freehold,Resale,1,6000000,-,2766,Strata,06 to 10,2169,Dec-20
1991,ONE JERVOIS,JERVOIS CLOSE,Condominium,10,CCR,Freehold,Resale,1,1855000,-,990,Strata,01 to 05,1873,Dec-20
1992,ASPEN HEIGHTS,RIVER VALLEY ROAD,Condominium,9,CCR,999 yrs lease commencing from 1841,Resale,1,2950000,-,1582,Strata,11 to 15,1864,Dec-20
1993,CAVENAGH GARDENS,CAVENAGH ROAD,Apartment,9,CCR,Freehold,Resale,1,1950000,-,1550,Strata,06 to 10,1258,Dec-20
1994,CAIRNHILL CREST,CAIRNHILL CIRCLE,Condominium,9,CCR,Freehold,Resale,1,2300000,-,1206,Strata,16 to 20,1908,Dec-20
1995,HELIOS RESIDENCES,CAIRNHILL CIRCLE,Apartment,9,CCR,Freehold,Resale,1,3800000,-,1916,Strata,16 to 20,1983,Dec-20
1996,CITY SQUARE RESIDENCES,KITCHENER LINK,Condominium,8,RCR,Freehold,Resale,1,1590000,-,872,Strata,21 to 25,1824,Dec-20
1997,THE QUAYSIDE,ROBERTSON QUAY,Apartment,9,CCR,99 yrs lease commencing from 1994,Resale,1,1900000,-,1313,Strata,06 to 10,1447,Dec-20
1998,THE PATERSON,PATERSON ROAD,Condominium,9,CCR,Freehold,Resale,1,2700000,-,1216,Strata,16 to 20,2220,Dec-20
1999,SPRING GROVE,GRANGE ROAD,Condominium,10,CCR,99 yrs lease commencing from 1991,Resale,1,1690000,-,1335,Strata,01 to 05,1266,Dec-20
2000,SUNSHINE PLAZA,PRINSEP LINK,Apartment,7,RCR,99 yrs lease commencing from 1997,Resale,1,1068000,-,764,Strata,06 to 10,1397,Dec-20
2001,PARC CENTENNIAL,KAMPONG JAVA ROAD,Apartment,9,CCR,Freehold,Resale,1,2150000,-,1550,Strata,06 to 10,1387,Dec-20
2002,ARDMORE II,ARDMORE PARK,Condominium,10,CCR,Freehold,Resale,1,5650000,-,2024,Strata,26 to 30,2792,Dec-20
2003,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,Resale,1,1350000,-,678,Strata,01 to 05,1991,Dec-20
2004,THE MARBELLA,MOUNT SINAI RISE,Condominium,10,CCR,Freehold,Resale,1,2610000,-,1464,Strata,16 to 20,1783,Dec-20
2005,VIZ AT HOLLAND,QUEENSWAY,Condominium,10,CCR,Freehold,Resale,1,1450000,-,861,Strata,01 to 05,1684,Dec-20
2006,VALLEY PARK,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,Resale,1,2750000,-,1701,Strata,06 to 10,1617,Dec-20
2007,SIGNATURE AT LEWIS,LEWIS ROAD,Apartment,10,CCR,Freehold,Resale,1,1650000,-,980,Strata,06 to 10,1684,Dec-20
2008,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,Resale,1,2850000,-,1744,Strata,26 to 30,1634,Dec-20
2009,ONE JERVOIS,JERVOIS CLOSE,Condominium,10,CCR,Freehold,Resale,1,1950000,-,1066,Strata,11 to 15,1830,Dec-20
2010,LOFT@HOLLAND,HOLLAND ROAD,Apartment,10,CCR,Freehold,Resale,1,780000,-,323,Strata,01 to 05,2415,Dec-20
2011,CITYLIGHTS,JELLICOE ROAD,Condominium,8,RCR,99 yrs lease commencing from 2004,Resale,1,1300000,-,872,Strata,11 to 15,1491,Dec-20
2012,SUNSHINE PLAZA,PRINSEP LINK,Apartment,7,RCR,99 yrs lease commencing from 1997,Resale,1,1073800,-,764,Strata,06 to 10,1405,Dec-20
2013,THE SIXTH AVENUE RESIDENCES,SIXTH AVENUE,Condominium,10,CCR,Freehold,Resale,1,3288000,-,2605,Strata,01 to 05,1262,Dec-20
2014,WILKIE COURT,WILKIE ROAD,Apartment,9,CCR,Freehold,Resale,1,1480000,-,1044,Strata,01 to 05,1417,Dec-20
2015,HOLLAND PEAK,HOLLAND HILL,Condominium,10,CCR,Freehold,Resale,1,1468000,-,915,Strata,01 to 05,1604,Dec-20
2016,THE PIER AT ROBERTSON,MOHAMED SULTAN ROAD,Apartment,9,CCR,Freehold,Resale,1,2110000,-,1055,Strata,06 to 10,2000,Dec-20
2017,THE MARBELLA,MOUNT SINAI RISE,Condominium,10,CCR,Freehold,Resale,1,2652888,-,1496,Strata,06 to 10,1773,Dec-20
2018,MERA SPRINGS,CARLISLE ROAD,Condominium,8,RCR,Freehold,Resale,1,1568888,-,1044,Strata,06 to 10,1503,Dec-20
2019,BURLINGTON SQUARE,BENCOOLEN STREET,Apartment,7,RCR,99 yrs lease commencing from 1996,Resale,1,1050000,-,840,Strata,11 to 15,1251,Dec-20
2020,ST THOMAS SUITES,ST. THOMAS WALK,Condominium,9,CCR,Freehold,Resale,1,5270000,-,2605,Strata,16 to 20,2023,Dec-20
2021,CITYLIGHTS,JELLICOE ROAD,Condominium,8,RCR,99 yrs lease commencing from 2004,Resale,1,1400000,-,926,Strata,16 to 20,1512,Dec-20
2022,ONE DEVONSHIRE,DEVONSHIRE ROAD,Condominium,9,CCR,Freehold,Resale,1,2750000,-,1216,Strata,11 to 15,2261,Dec-20
2023,8 @ MOUNT SOPHIA,MOUNT SOPHIA,Condominium,9,CCR,103 yrs lease commencing from 2002,Resale,1,1200000,-,861,Strata,06 to 10,1394,Dec-20
2024,KELLOCK LODGE,KELLOCK ROAD,Apartment,10,CCR,Freehold,Resale,1,1400000,-,893,Strata,06 to 10,1567,Dec-20
2025,THE TRIZON,RIDGEWOOD CLOSE,Condominium,10,CCR,Freehold,Resale,1,3570000,-,2013,Strata,11 to 15,1774,Dec-20
2026,THE TRIZON,RIDGEWOOD CLOSE,Condominium,10,CCR,Freehold,Resale,1,3360000,-,2045,Strata,01 to 05,1643,Dec-20
2027,THE SERENADE @ HOLLAND,HOLLAND ROAD,Condominium,10,CCR,99 yrs lease commencing from 2001,Resale,1,1840000,-,1539,Strata,16 to 20,1195,Dec-20
2028,TIARA,KIM SENG WALK,Condominium,9,CCR,Freehold,Resale,1,2900000,-,1507,Strata,06 to 10,1924,Dec-20
2029,8 SAINT THOMAS,ST. THOMAS WALK,Condominium,9,CCR,Freehold,Resale,1,3690000,-,1302,Strata,26 to 30,2833,Dec-20
2030,PARC SOPHIA,ADIS ROAD,Apartment,9,CCR,Freehold,Resale,1,888000,-,549,Strata,01 to 05,1618,Dec-20
2031,DUCHESS ROYALE,DUCHESS AVENUE,Apartment,10,CCR,999 yrs lease commencing from 1875,Resale,1,2350000,-,1582,Strata,01 to 05,1485,Dec-20
2032,LEONIE GARDENS,LEONIE HILL,Condominium,9,CCR,99 yrs lease commencing from 1990,Resale,1,4400000,-,3035,Strata,21 to 25,1450,Dec-20
2033,THE FORD @ HOLLAND,FORD AVENUE,Condominium,10,CCR,Freehold,Resale,1,1900000,-,1367,Strata,01 to 05,1390,Dec-20
2034,SOPHIA RESIDENCE,SOPHIA ROAD,Condominium,9,CCR,Freehold,Resale,1,3470000,-,2045,Strata,06 to 10,1697,Dec-20
2035,CAIRNHILL RESIDENCES,CAIRNHILL CIRCLE,Apartment,9,CCR,Freehold,Resale,1,2550000,-,1163,Strata,06 to 10,2194,Dec-20
2036,ORANGE GROVE RESIDENCES,ORANGE GROVE ROAD,Condominium,10,CCR,Freehold,Resale,1,4550000,-,2379,Strata,01 to 05,1913,Dec-20
2037,8 SAINT THOMAS,ST. THOMAS WALK,Condominium,9,CCR,Freehold,Resale,1,5585000,-,1755,Strata,31 to 35,3183,Dec-20
2038,VENTUNO BALMORAL,BALMORAL ROAD,Apartment,10,CCR,Freehold,Resale,1,2310000,-,1313,Strata,06 to 10,1759,Dec-20
2039,CHATELET,MARGOLIOUTH ROAD,Condominium,10,CCR,Freehold,Resale,1,2560000,-,1389,Strata,06 to 10,1844,Dec-20
2040,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,Resale,1,3050000,-,1981,Strata,06 to 10,1540,Dec-20
2041,THE TESSARINA,WILBY ROAD,Condominium,10,CCR,Freehold,Resale,1,2430000,-,1324,Strata,01 to 05,1835,Dec-20
2042,THE TESSARINA,WILBY ROAD,Condominium,10,CCR,Freehold,Resale,1,2350000,-,1313,Strata,06 to 10,1790,Dec-20
2043,THE VERMONT ON CAIRNHILL,CAIRNHILL RISE,Apartment,9,CCR,Freehold,Resale,1,2970000,-,1410,Strata,11 to 15,2106,Dec-20
2044,RIVERGATE,ROBERTSON QUAY,Apartment,9,CCR,Freehold,Resale,1,4100000,-,1894,Strata,06 to 10,2164,Dec-20
2045,RIVERGATE,ROBERTSON QUAY,Apartment,9,CCR,Freehold,Resale,1,2520000,-,1044,Strata,21 to 25,2414,Dec-20
2046,VALLEY PARK,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,Resale,1,1500000,-,861,Strata,11 to 15,1742,Dec-20
2047,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,Resale,1,2700000,-,1722,Strata,06 to 10,1568,Dec-20
2048,THE PLAZA,BEACH ROAD,Apartment,7,CCR,99 yrs lease commencing from 1968,Resale,1,860000,-,829,Strata,21 to 25,1038,Dec-20
2049,SOPHIA RESIDENCE,SOPHIA ROAD,Condominium,9,CCR,Freehold,Resale,1,2520000,-,2110,Strata,01 to 05,1194,Dec-20
2050,THE CORNWALL,CORNWALL GARDENS,Condominium,10,CCR,Freehold,Resale,1,1900000,-,1044,Strata,01 to 05,1820,Dec-20
2051,PEACE CENTRE/MANSIONS,SOPHIA ROAD,Apartment,9,CCR,99 yrs lease commencing from 1970,Resale,1,1650000,-,2605,Strata,21 to 25,633,Dec-20
2052,THE BELMONT,BELMONT ROAD,Apartment,10,CCR,Freehold,Resale,1,5000000,-,3100,Strata,06 to 10,1613,Dec-20
2053,MARTINA MANSIONS,BUKIT TIMAH ROAD,Apartment,10,CCR,Freehold,Resale,1,2300000,-,1259,Strata,11 to 15,1826,Dec-20
2054,THE METZ,DEVONSHIRE ROAD,Condominium,9,CCR,Freehold,Resale,1,1500000,-,581,Strata,21 to 25,2581,Dec-20
2055,THE TESSARINA,WILBY ROAD,Condominium,10,CCR,Freehold,Resale,1,2400800,-,1324,Strata,06 to 10,1813,Dec-20
2056,THE LIGHT @ CAIRNHILL,CAIRNHILL CIRCLE,Condominium,9,CCR,Freehold,Resale,1,4180000,-,2024,Strata,11 to 15,2066,Dec-20
2057,SOUTHBANK,NORTH BRIDGE ROAD,Apartment,7,RCR,99 yrs lease commencing from 2006,Resale,1,1025000,-,614,Strata,11 to 15,1671,Dec-20
2058,CITY GATE,BEACH ROAD,Apartment,7,RCR,99 yrs lease commencing from 2014,Resale,1,1260000,-,689,Strata,06 to 10,1829,Dec-20
2059,HALLMARK RESIDENCES,EWE BOON ROAD,Condominium,10,CCR,Freehold,Resale,1,2950000,-,1679,Strata,01 to 05,1757,Dec-20
2060,SUITES 123,RANGOON ROAD,Apartment,8,RCR,Freehold,Resale,1,610000,-,452,Strata,01 to 05,1349,Dec-20
2061,EDEN RESIDENCES CAPITOL,STAMFORD ROAD,Apartment,6,CCR,99 yrs lease commencing from 2011,Resale,1,9800000,-,3057,Strata,06 to 10,3206,Dec-20
2062,CUSCADEN RESIDENCES,CUSCADEN ROAD,Condominium,10,CCR,Freehold,Resale,1,10000000,-,6329,Strata,16 to 20,1580,Dec-20
2063,DORMER PARK,JERVOIS ROAD,Condominium,10,CCR,Freehold,Resale,1,2900000,-,1668,Strata,01 to 05,1738,Dec-20
2064,TANGLIN REGENCY,TANGLIN ROAD,Condominium,10,CCR,99 yrs lease commencing from 1994,Resale,1,1048000,-,700,Strata,06 to 10,1498,Dec-20
2065,THE PATERSON,PATERSON ROAD,Condominium,9,CCR,Freehold,Resale,1,3000000,-,1421,Strata,06 to 10,2111,Dec-20
2066,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,Resale,1,2195000,-,1281,Strata,26 to 30,1714,Dec-20
2067,PINETREE CONDOMINIUM,BALMORAL PARK,Condominium,10,CCR,Freehold,Resale,1,1928000,-,1195,Strata,01 to 05,1614,Dec-20
2068,THE 101,BEACH ROAD,Apartment,7,CCR,999 yrs lease commencing from 1827,Resale,1,1650000,-,1033,Strata,06 to 10,1597,Dec-20
2069,KENTISH GREEN,OXFORD ROAD,Apartment,8,RCR,99 yrs lease commencing from 1995,Resale,1,1250000,-,1270,Strata,01 to 05,984,Dec-20
2070,ASTRID MEADOWS,CORONATION ROAD WEST,Condominium,10,CCR,Freehold,Resale,1,2430000,-,1378,Strata,01 to 05,1764,Dec-20
2071,VALLEY PARK,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,Resale,1,3280000,-,1808,Strata,11 to 15,1814,Dec-20
2072,TANGLIN RESIDENCES,ST. MARTIN'S DRIVE,Condominium,10,CCR,Freehold,Resale,1,5250000,-,2486,Strata,01 to 05,2111,Dec-20
2073,KENTISH LODGE,OXFORD ROAD,Apartment,8,RCR,99 yrs lease commencing from 1995,Resale,1,1000000,-,1023,Strata,01 to 05,978,Dec-20
2074,SCOTTS SQUARE,SCOTTS ROAD,Apartment,9,CCR,Freehold,Resale,1,2032000,-,635,Strata,31 to 35,3200,Dec-20
2075,FOUR SEASONS PARK,CUSCADEN WALK,Condominium,10,CCR,Freehold,Resale,1,8000000,-,2874,Strata,26 to 30,2784,Dec-20
2076,VALLEY PARK,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,Resale,1,2780000,-,1701,Strata,11 to 15,1635,Dec-20
2077,8 SAINT THOMAS,ST. THOMAS WALK,Condominium,9,CCR,Freehold,Resale,1,2558000,-,872,Strata,31 to 35,2934,Dec-20
2078,VIDA,PECK HAY ROAD,Apartment,9,CCR,Freehold,Resale,1,1088000,-,517,Strata,06 to 10,2106,Dec-20
2079,CITY SQUARE RESIDENCES,KITCHENER LINK,Condominium,8,RCR,Freehold,Resale,1,2095000,-,1238,Strata,26 to 30,1692,Dec-20
2080,THE ASANA,QUEEN'S ROAD,Apartment,10,CCR,Freehold,Resale,1,2360000,-,1033,Strata,01 to 05,2284,Dec-20
2081,THE CITRON RESIDENCES,MARNE ROAD,Apartment,8,RCR,Freehold,Resale,1,1020000,-,721,Strata,01 to 05,1414,Dec-20
2082,SOUTHBANK,NORTH BRIDGE ROAD,Apartment,7,RCR,99 yrs lease commencing from 2006,Resale,1,1610000,-,958,Strata,21 to 25,1681,Dec-20
2083,SUNSHINE PLAZA,PRINSEP LINK,Apartment,7,RCR,99 yrs lease commencing from 1997,Resale,1,1052000,-,764,Strata,11 to 15,1377,Dec-20
2084,ORCHARD TOWERS,CLAYMORE DRIVE,Apartment,9,CCR,Freehold,Resale,1,2580000,-,1970,Strata,16 to 20,1310,Dec-20
