S/N,Project Name,Street Name,Type,Postal District,Market Segment,Tenure,Type of Sale,No. of Units,Price ($),Nett Price ($),Area (Sqft),Type of Area,Floor Level,Unit Price ($psf),Date of Sale
7259,EAST MEADOWS,TANAH MERAH KECHIL ROAD,Condominium,16,OCR,99 yrs lease commencing from 1998,Resale,1,1150000,-,1216,Strata,01 to 05,945,May-19
7260,BAYOU RESIDENCE,UPPER PAYA LEBAR ROAD,Apartment,19,OCR,Freehold,Resale,1,845000,-,786,Strata,01 to 05,1075,May-19
7261,REGENTVILLE,HOUGANG STREET 92,Apartment,19,OCR,99 yrs lease commencing from 1996,Resale,1,768000,-,980,Strata,06 to 10,784,May-19
7262,THE PALETTE,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2010,Resale,1,1017500,-,1066,Strata,01 to 05,955,May-19
7263,THOMSON GRAND,SIN MING WALK,Condominium,20,RCR,99 yrs lease commencing from 2010,Resale,1,1750000,-,1378,Strata,06 to 10,1270,May-19
7264,LAGUNA GREEN,JALAN HAJIJAH,Condominium,16,OCR,99 yrs lease commencing from 1995,Resale,1,1038000,-,1023,Strata,01 to 05,1015,May-19
7265,COSTA DEL SOL,BAYSHORE ROAD,Condominium,16,OCR,99 yrs lease commencing from 1997,Resale,1,2025000,-,1561,Strata,16 to 20,1297,May-19
7266,JEWEL @ BUANGKOK,COMPASSVALE BOW,Condominium,19,OCR,99 yrs lease commencing from 2012,Resale,1,895000,-,721,Strata,06 to 10,1241,May-19
7267,LIVIA,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2008,Resale,1,1350000,-,1539,Strata,06 to 10,877,May-19
7268,CHUAN PARK,LORONG CHUAN,Condominium,19,OCR,99 yrs lease commencing from 1980,Resale,1,1200000,-,1173,Strata,06 to 10,1023,May-19
7269,COSTA DEL SOL,BAYSHORE ROAD,Condominium,16,OCR,99 yrs lease commencing from 1997,Resale,1,1980000,-,1475,Strata,21 to 25,1343,May-19
7270,THOMSON VIEW CONDOMINIUM,BRIGHT HILL DRIVE,Condominium,20,RCR,99 yrs lease commencing from 1975,Resale,1,1950000,-,2024,Strata,11 to 15,964,May-19
7271,COMPASS HEIGHTS,SENGKANG SQUARE,Apartment,19,OCR,99 yrs lease commencing from 2000,Resale,1,960000,-,1109,Strata,01 to 05,866,May-19
7272,OASIS @ ELIAS,ELIAS ROAD,Condominium,18,OCR,99 yrs lease commencing from 2008,Resale,1,1200000,-,1410,Strata,16 to 20,851,May-19
7273,AVILA GARDENS,FLORA ROAD,Condominium,17,OCR,Freehold,Resale,1,1090000,-,1281,Strata,01 to 05,851,May-19
7274,RIVER ISLES,EDGEDALE PLAINS,Condominium,19,OCR,99 yrs lease commencing from 2012,Resale,1,1120000,-,1152,Strata,01 to 05,972,May-19
7275,ROSYTH VILLE,ROSYTH ROAD,Apartment,19,OCR,999 yrs lease commencing from 1886,Resale,1,1125000,-,1087,Strata,01 to 05,1035,May-19
7276,AVILA GARDENS,FLORA ROAD,Condominium,17,OCR,Freehold,Resale,1,760000,-,893,Strata,01 to 05,851,May-19
7277,Q BAY RESIDENCES,TAMPINES STREET 86,Condominium,18,OCR,99 yrs lease commencing from 2012,Resale,1,955000,-,829,Strata,01 to 05,1152,May-19
7278,URBAN RESIDENCES,LORONG AH SOO,Apartment,19,OCR,Freehold,Resale,1,1300000,-,1023,Strata,01 to 05,1271,May-19
7279,CHANGI RISE CONDOMINIUM,SIMEI RISE,Condominium,18,OCR,99 yrs lease commencing from 2000,Resale,1,1425000,-,1830,Strata,01 to 05,779,May-19
7280,A TREASURE TROVE,PUNGGOL WALK,Condominium,19,OCR,99 yrs lease commencing from 2011,Resale,1,840000,-,775,Strata,01 to 05,1084,May-19
7281,CASA CAMBIO,LIM TUA TOW ROAD,Condominium,19,OCR,Freehold,Resale,1,602000,-,409,Strata,01 to 05,1472,May-19
7282,EAST VILLAGE,UPPER CHANGI ROAD,Apartment,16,OCR,Freehold,Resale,1,690000,-,538,Strata,01 to 05,1282,May-19
7283,COCO PALMS,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2008,Resale,1,1500000,-,1378,Strata,01 to 05,1089,May-19
7284,BAYSHORE PARK,BAYSHORE ROAD,Condominium,16,OCR,99 yrs lease commencing from 1982,Resale,1,1350000,-,1173,Strata,26 to 30,1151,May-19
7285,CHILTERN PARK,SERANGOON AVENUE 3,Condominium,19,OCR,99 yrs lease commencing from 1991,Resale,1,1270000,-,1249,Strata,06 to 10,1017,May-19
7286,CHILTERN PARK,SERANGOON AVENUE 3,Condominium,19,OCR,99 yrs lease commencing from 1991,Resale,1,1498000,-,1572,Strata,06 to 10,953,May-19
7287,KOVAN MELODY,KOVAN ROAD,Condominium,19,OCR,99 yrs lease commencing from 2004,Resale,1,1420000,-,1292,Strata,01 to 05,1099,May-19
7288,EVERGREEN PARK,HOUGANG AVENUE 7,Apartment,19,OCR,99 yrs lease commencing from 1995,Resale,1,830000,-,1173,Strata,06 to 10,707,May-19
7289,Q BAY RESIDENCES,TAMPINES STREET 86,Condominium,18,OCR,99 yrs lease commencing from 2012,Resale,1,1110000,-,1119,Strata,01 to 05,992,May-19
7290,DOUBLE BAY RESIDENCES,SIMEI STREET 4,Condominium,18,OCR,99 yrs lease commencing from 2008,Resale,1,2300000,-,3057,Strata,11 to 15,752,May-19
7291,BAYSHORE PARK,BAYSHORE ROAD,Condominium,16,OCR,99 yrs lease commencing from 1982,Resale,1,980000,-,1076,Strata,06 to 10,910,May-19
7292,BLISS@KOVAN,SIMON LANE,Condominium,19,OCR,Freehold,Resale,1,1800000,-,1249,Strata,01 to 05,1442,May-19
7293,THE QUARTZ,COMPASSVALE BOW,Condominium,19,OCR,99 yrs lease commencing from 2005,Resale,1,1025000,-,1044,Strata,06 to 10,982,May-19
7294,GRANDEUR 8,ANG MO KIO CENTRAL 3,Condominium,20,OCR,99 yrs lease commencing from 2002,Resale,1,1950000,-,2314,Strata,16 to 20,843,May-19
7295,CHILTERN PARK,SERANGOON AVENUE 3,Condominium,19,OCR,99 yrs lease commencing from 1991,Resale,1,1285000,-,1270,Strata,06 to 10,1012,May-19
7296,URBAN VISTA,TANAH MERAH KECHIL LINK,Condominium,16,OCR,99 yrs lease commencing from 2012,Resale,1,604000,-,431,Strata,06 to 10,1403,May-19
7297,KOVAN REGENCY,KOVAN RISE,Condominium,19,OCR,99 yrs lease commencing from 2012,Resale,1,1510000,-,1055,Strata,06 to 10,1431,May-19
7298,RESIDENCES BOTANIQUE,YIO CHU KANG ROAD,Condominium,19,OCR,Freehold,Resale,1,1240000,-,1001,Strata,01 to 05,1239,May-19
7299,KOVAN MELODY,KOVAN ROAD,Condominium,19,OCR,99 yrs lease commencing from 2004,Resale,1,1060000,-,904,Strata,06 to 10,1172,May-19
7300,THE MORNING GLORY,SIRAT ROAD,Apartment,19,OCR,Freehold,Resale,1,1450000,-,1658,Strata,01 to 05,875,May-19
7301,STRATFORD COURT,BEDOK RIA CRESCENT,Condominium,16,OCR,99 yrs lease commencing from 1995,Resale,1,980000,-,1163,Strata,01 to 05,843,May-19
7302,BAYWATER,BEDOK RESERVOIR ROAD,Condominium,16,OCR,99 yrs lease commencing from 2001,Resale,1,1290000,-,1270,Strata,06 to 10,1016,May-19
7303,ISUITES @ PALM,GLASGOW ROAD,Apartment,19,OCR,999 yrs lease commencing from 1878,Resale,1,743000,-,635,Strata,01 to 05,1170,May-19
7304,SEA ESTA,PASIR RIS LINK,Condominium,18,OCR,99 yrs lease commencing from 2012,Resale,1,930000,-,980,Strata,01 to 05,949,May-19
7305,THE PANORAMA,ANG MO KIO AVENUE 2,Condominium,20,OCR,99 yrs lease commencing from 2013,Resale,1,1510000,-,1012,Strata,06 to 10,1492,May-19
7306,COCO PALMS,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2008,Resale,1,1590000,-,1259,Strata,06 to 10,1263,May-19
7307,CENTRAL VIEW,HOUGANG STREET 11,Condominium,19,OCR,99 yrs lease commencing from 1998,Resale,1,880000,-,980,Strata,11 to 15,898,May-19
7308,THE TANAMERA,TANAH MERAH KECHIL ROAD,Condominium,16,OCR,99 yrs lease commencing from 1990,Resale,1,1350000,-,1518,Strata,11 to 15,889,May-19
7309,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,Resale,1,1160000,-,893,Strata,01 to 05,1298,May-19
7310,LIVIA,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2008,Resale,1,1100000,-,1259,Strata,11 to 15,873,May-19
7311,WATERFRONT GOLD,BEDOK RESERVOIR ROAD,Condominium,16,OCR,99 yrs lease commencing from 2009,Resale,1,860000,-,667,Strata,11 to 15,1289,May-19
7312,SKY HABITAT,BISHAN STREET 15,Condominium,20,RCR,99 yrs lease commencing from 2011,Resale,1,2000000,-,1216,Strata,26 to 30,1644,May-19
7313,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,Resale,1,1821000,-,1044,Strata,06 to 10,1744,May-19
7314,MELVILLE PARK,SIMEI STREET 1,Condominium,18,OCR,99 yrs lease commencing from 1992,Resale,1,735000,-,958,Strata,01 to 05,767,May-19
7315,THE CLEARWATER,BEDOK RESERVOIR VIEW,Condominium,16,OCR,99 yrs lease commencing from 1997,Resale,1,1320000,-,1378,Strata,01 to 05,958,May-19
7316,THE LUXURIE,COMPASSVALE ROAD,Condominium,19,OCR,99 yrs lease commencing from 2011,Resale,1,1971000,-,2164,Strata,11 to 15,911,May-19
7317,THE QUARTZ,COMPASSVALE BOW,Condominium,19,OCR,99 yrs lease commencing from 2005,Resale,1,1120666,-,1216,Strata,06 to 10,921,May-19
7318,CHANGI RISE CONDOMINIUM,SIMEI RISE,Condominium,18,OCR,99 yrs lease commencing from 2000,Resale,1,895000,-,1130,Strata,06 to 10,792,May-19
7319,THE MINTON,HOUGANG STREET 11,Condominium,19,OCR,99 yrs lease commencing from 2007,Resale,1,2200000,-,1991,Strata,11 to 15,1105,May-19
7320,THE CLEARWATER,BEDOK RESERVOIR VIEW,Condominium,16,OCR,99 yrs lease commencing from 1997,Resale,1,925000,-,947,Strata,11 to 15,977,May-19
7321,CHANGI RISE CONDOMINIUM,SIMEI RISE,Condominium,18,OCR,99 yrs lease commencing from 2000,Resale,1,1030000,-,1281,Strata,01 to 05,804,May-19
7322,NV RESIDENCES,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2008,Resale,1,795000,-,797,Strata,11 to 15,998,May-19
7323,RESIDENTIAL APARTMENTS,UPPER SERANGOON ROAD,Apartment,19,OCR,9999 yrs lease commencing from 2004,Resale,1,888000,-,1141,Strata,01 to 05,778,May-19
7324,D'NEST,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2010,Resale,1,1258000,-,1130,Strata,11 to 15,1113,May-19
7325,PARC CENTROS,PUNGGOL CENTRAL,Condominium,19,OCR,99 yrs lease commencing from 2012,Resale,1,644000,-,463,Strata,06 to 10,1391,May-19
7326,THOMSON THREE,BRIGHT HILL DRIVE,Apartment,20,RCR,99 yrs lease commencing from 2012,Resale,1,1130000,-,732,Strata,01 to 05,1544,May-19
7327,CHILTERN PARK,SERANGOON AVENUE 3,Condominium,19,OCR,99 yrs lease commencing from 1991,Resale,1,1335000,-,1302,Strata,01 to 05,1025,May-19
7328,AQUARIUS BY THE PARK,BEDOK RESERVOIR VIEW,Condominium,16,OCR,99 yrs lease commencing from 1996,Resale,1,860000,-,893,Strata,06 to 10,963,May-19
7329,DOUBLE BAY RESIDENCES,SIMEI STREET 4,Condominium,18,OCR,99 yrs lease commencing from 2008,Resale,1,948000,-,936,Strata,11 to 15,1012,May-19
7330,RIVERVALE CREST,RIVERVALE CRESCENT,Apartment,19,OCR,99 yrs lease commencing from 1997,Resale,1,745800,-,947,Strata,06 to 10,787,May-19
7331,THOMSON VIEW CONDOMINIUM,BRIGHT HILL DRIVE,Condominium,20,RCR,99 yrs lease commencing from 1975,Resale,1,1910000,-,2024,Strata,06 to 10,944,May-19
7332,COSTA DEL SOL,BAYSHORE ROAD,Condominium,16,OCR,99 yrs lease commencing from 1997,Resale,1,2100000,-,1755,Strata,26 to 30,1197,May-19
7333,COMPASS HEIGHTS,SENGKANG SQUARE,Apartment,19,OCR,99 yrs lease commencing from 2000,Resale,1,1390000,-,1744,Strata,01 to 05,797,May-19
7334,D'NEST,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2010,Resale,1,640000,-,484,Strata,06 to 10,1321,May-19
7335,PRESTO@UPPER SERANGOON,UPPER SERANGOON ROAD,Apartment,19,OCR,Freehold,Resale,1,610000,-,431,Strata,01 to 05,1417,May-19
7336,THE CLEARWATER,BEDOK RESERVOIR VIEW,Condominium,16,OCR,99 yrs lease commencing from 1997,Resale,1,1100000,-,1335,Strata,01 to 05,824,May-19
7337,TERRASSE,TERRASSE LANE,Condominium,19,OCR,99 yrs lease commencing from 2010,Resale,1,1500000,-,1453,Strata,01 to 05,1032,May-19
7338,BARTLEY RESIDENCES,LORONG HOW SUN,Apartment,19,OCR,99 yrs lease commencing from 2011,Resale,1,1820000,-,1346,Strata,06 to 10,1353,May-19
7339,EASTPOINT GREEN,SIMEI STREET 3,Condominium,18,OCR,99 yrs lease commencing from 1996,Resale,1,770000,-,958,Strata,06 to 10,804,May-19
7340,BEDOK COURT,BEDOK SOUTH AVENUE 3,Condominium,16,OCR,99 yrs lease commencing from 1982,Resale,1,1900000,-,2293,Strata,01 to 05,829,May-19
7341,NV RESIDENCES,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2008,Resale,1,838000,-,904,Strata,01 to 05,927,May-19
7342,REGENTVILLE,HOUGANG STREET 92,Apartment,19,OCR,99 yrs lease commencing from 1996,Resale,1,860000,-,1152,Strata,01 to 05,747,May-19
7343,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,Resale,1,1350000,-,1098,Strata,06 to 10,1230,May-19
7344,SUNGLADE,SERANGOON AVENUE 2,Condominium,19,OCR,99 yrs lease commencing from 2000,Resale,1,1440000,-,1163,Strata,11 to 15,1239,May-19
7345,RIS GRANDEUR,ELIAS ROAD,Condominium,18,OCR,Freehold,Resale,1,1238880,-,1367,Strata,06 to 10,906,May-19
7346,DOUBLE BAY RESIDENCES,SIMEI STREET 4,Condominium,18,OCR,99 yrs lease commencing from 2008,Resale,1,1128000,-,1001,Strata,06 to 10,1127,May-19
7347,BLISS@KOVAN,SIMON LANE,Condominium,19,OCR,Freehold,Resale,1,800000,-,527,Strata,01 to 05,1517,May-19
7348,KOVAN MELODY,KOVAN ROAD,Condominium,19,OCR,99 yrs lease commencing from 2004,Resale,1,1323000,-,1216,Strata,01 to 05,1088,May-19
7349,THE PANORAMA,ANG MO KIO AVENUE 2,Condominium,20,OCR,99 yrs lease commencing from 2013,Resale,1,1500000,-,1012,Strata,06 to 10,1482,May-19
7350,THE WATERLINE,POH HUAT ROAD WEST,Condominium,19,OCR,Freehold,Resale,1,1985000,-,2045,Strata,01 to 05,971,May-19
7351,COMPASS HEIGHTS,SENGKANG SQUARE,Apartment,19,OCR,99 yrs lease commencing from 2000,Resale,1,1039888,-,1238,Strata,06 to 10,840,May-19
7352,COMPASS HEIGHTS,SENGKANG SQUARE,Apartment,19,OCR,99 yrs lease commencing from 2000,Resale,1,1080000,-,1292,Strata,01 to 05,836,May-19
7353,BOATHOUSE RESIDENCES,UPPER SERANGOON VIEW,Condominium,19,OCR,99 yrs lease commencing from 2011,Resale,1,760000,-,710,Strata,11 to 15,1070,May-19
7354,ARCHIPELAGO,BEDOK RESERVOIR ROAD,Condominium,16,OCR,99 yrs lease commencing from 2011,Resale,1,920000,-,840,Strata,01 to 05,1096,May-19
7355,RIPPLE BAY,PASIR RIS LINK,Condominium,18,OCR,99 yrs lease commencing from 2011,Resale,1,1588000,-,1292,Strata,06 to 10,1229,May-19
7356,KOVAN RESIDENCES,KOVAN ROAD,Condominium,19,OCR,99 yrs lease commencing from 2007,Resale,1,1540000,-,1270,Strata,11 to 15,1212,May-19
7357,THE MINTON,HOUGANG STREET 11,Condominium,19,OCR,99 yrs lease commencing from 2007,Resale,1,1180000,-,1292,Strata,01 to 05,914,May-19
7358,PARC OLYMPIA,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2012,Resale,1,1022000,-,1163,Strata,01 to 05,879,May-19
7359,DOUBLE BAY RESIDENCES,SIMEI STREET 4,Condominium,18,OCR,99 yrs lease commencing from 2008,Resale,1,1630000,-,1550,Strata,01 to 05,1052,May-19
7360,THREE 11,UPPER THOMSON ROAD,Apartment,20,RCR,Freehold,Resale,1,1050000,-,527,Strata,01 to 05,1991,May-19
7361,THE SCALA,SERANGOON AVENUE 3,Apartment,19,OCR,99 yrs lease commencing from 2010,Resale,1,1188000,-,829,Strata,01 to 05,1433,May-19
7362,FLO RESIDENCE,PUNGGOL FIELD WALK,Condominium,19,OCR,99 yrs lease commencing from 2011,Resale,1,920000,-,926,Strata,06 to 10,994,May-19
7363,WATERFRONT WAVES,BEDOK RESERVOIR ROAD,Condominium,16,OCR,99 yrs lease commencing from 2007,Resale,1,1430000,-,1292,Strata,01 to 05,1107,May-19
7364,COASTAL BREEZE RESIDENCES,LOYANG BESAR CLOSE,Condominium,17,OCR,99 yrs lease commencing from 2008,Resale,1,980000,-,1173,Strata,01 to 05,835,May-19
7365,REGENTVILLE,HOUGANG STREET 92,Apartment,19,OCR,99 yrs lease commencing from 1996,Resale,1,768000,-,980,Strata,01 to 05,784,May-19
7366,THE PANORAMA,ANG MO KIO AVENUE 2,Condominium,20,OCR,99 yrs lease commencing from 2013,Resale,1,720000,-,452,Strata,11 to 15,1593,May-19
7367,CHILTERN PARK,SERANGOON AVENUE 3,Condominium,19,OCR,99 yrs lease commencing from 1991,Resale,1,1540000,-,1572,Strata,01 to 05,980,May-19
7368,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,Resale,1,628000,-,431,Strata,06 to 10,1459,May-19
7369,THE BAYSHORE,BAYSHORE ROAD,Condominium,16,OCR,99 yrs lease commencing from 1993,Resale,1,1240000,-,1259,Strata,06 to 10,985,May-19
7370,SUNSHINE GROVE,JALAN LABU MERAH,Apartment,19,OCR,Freehold,Resale,1,865000,-,743,Strata,01 to 05,1165,May-19
7371,THE INFLORA,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2012,Resale,1,528000,-,463,Strata,06 to 10,1141,May-19
7372,CENTRO RESIDENCES,ANG MO KIO AVENUE 8,Condominium,20,OCR,99 yrs lease commencing from 2007,Resale,1,1500000,-,1001,Strata,21 to 25,1498,May-19
7373,THE BAYSHORE,BAYSHORE ROAD,Condominium,16,OCR,99 yrs lease commencing from 1993,Resale,1,1370000,-,1432,Strata,21 to 25,957,May-19
7374,THE PALETTE,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2010,Resale,1,930000,-,893,Strata,06 to 10,1041,May-19
7375,COASTAL BREEZE RESIDENCES,LOYANG BESAR CLOSE,Condominium,17,OCR,99 yrs lease commencing from 2008,Resale,1,1420000,-,2368,Strata,01 to 05,600,May-19
7376,DOUBLE BAY RESIDENCES,SIMEI STREET 4,Condominium,18,OCR,99 yrs lease commencing from 2008,Resale,1,880000,-,936,Strata,01 to 05,940,May-19
7377,COSTA DEL SOL,BAYSHORE ROAD,Condominium,16,OCR,99 yrs lease commencing from 1997,Resale,1,1740000,-,1324,Strata,11 to 15,1314,May-19
7378,CASA MERAH,TANAH MERAH KECHIL AVENUE,Apartment,16,OCR,99 yrs lease commencing from 2006,Resale,1,1720000,-,1572,Strata,11 to 15,1094,May-19
7379,WATERFRONT ISLE,BEDOK RESERVOIR ROAD,Condominium,16,OCR,99 yrs lease commencing from 2009,Resale,1,770000,-,635,Strata,11 to 15,1212,May-19
7380,PARC OLYMPIA,FLORA DRIVE,Condominium,17,OCR,99 yrs lease commencing from 2012,Resale,1,745000,-,775,Strata,01 to 05,961,May-19
7381,COCO PALMS,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2008,Resale,1,2138281,-,1744,Strata,01 to 05,1226,May-19
7382,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,Resale,1,1345000,-,1098,Strata,06 to 10,1225,May-19
7383,THE MINTON,HOUGANG STREET 11,Condominium,19,OCR,99 yrs lease commencing from 2007,Resale,1,1328000,-,1216,Strata,01 to 05,1092,May-19
7384,BEDOK RESIDENCES,BEDOK NORTH DRIVE,Apartment,16,OCR,99 yrs lease commencing from 2011,Resale,1,860000,-,592,Strata,06 to 10,1453,May-19
7385,BEDOK RESIDENCES,BEDOK NORTH DRIVE,Apartment,16,OCR,99 yrs lease commencing from 2011,Resale,1,800000,-,570,Strata,11 to 15,1402,May-19
7386,MELVILLE PARK,SIMEI STREET 1,Condominium,18,OCR,99 yrs lease commencing from 1992,Resale,1,900000,-,1378,Strata,01 to 05,653,May-19
7387,CHILTERN PARK,SERANGOON AVENUE 3,Condominium,19,OCR,99 yrs lease commencing from 1991,Resale,1,1184000,-,1270,Strata,01 to 05,932,May-19
7388,THE BAYSHORE,BAYSHORE ROAD,Condominium,16,OCR,99 yrs lease commencing from 1993,Resale,1,880000,-,947,Strata,06 to 10,929,May-19
7389,MELVILLE PARK,SIMEI STREET 1,Condominium,18,OCR,99 yrs lease commencing from 1992,Resale,1,718000,-,958,Strata,01 to 05,749,May-19
7390,CARISSA PARK CONDOMINIUM,FLORA DRIVE,Condominium,17,OCR,Freehold,Resale,1,1330000,-,1496,Strata,06 to 10,889,May-19
7391,RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,Condominium,19,OCR,99 yrs lease commencing from 2011,Resale,1,568000,-,474,Strata,01 to 05,1199,May-19
7392,KOVAN REGENCY,KOVAN RISE,Condominium,19,OCR,99 yrs lease commencing from 2012,Resale,1,870000,-,592,Strata,11 to 15,1470,May-19
7393,THE TANAMERA,TANAH MERAH KECHIL ROAD,Condominium,16,OCR,99 yrs lease commencing from 1990,Resale,1,885000,-,947,Strata,01 to 05,934,May-19
7394,RAFFLESIA CONDOMINIUM,BISHAN STREET 21,Condominium,20,RCR,99 yrs lease commencing from 1997,Resale,1,1042000,-,915,Strata,06 to 10,1139,May-19
7395,CHANGI RISE CONDOMINIUM,SIMEI RISE,Condominium,18,OCR,99 yrs lease commencing from 2000,Resale,1,1400000,-,1830,Strata,01 to 05,765,May-19
7396,FLO RESIDENCE,PUNGGOL FIELD WALK,Condominium,19,OCR,99 yrs lease commencing from 2011,Resale,1,1330000,-,1346,Strata,11 to 15,988,May-19
7397,NOUVELLE PARK,POH HUAT ROAD WEST,Condominium,19,OCR,Freehold,Resale,1,1250000,-,1195,Strata,06 to 10,1046,May-19
7398,THOMSON GRAND,SIN MING WALK,Condominium,20,RCR,99 yrs lease commencing from 2010,Resale,1,1750000,-,1367,Strata,06 to 10,1280,May-19
7399,WATERVIEW,TAMPINES AVENUE 1,Condominium,18,OCR,99 yrs lease commencing from 2010,Resale,1,975000,-,926,Strata,06 to 10,1053,May-19
7400,TREASURE GARDENS,TEOW HOCK AVENUE,Apartment,19,OCR,Freehold,Resale,1,880000,-,818,Strata,01 to 05,1076,May-19
7401,THOMSON VIEW CONDOMINIUM,BRIGHT HILL DRIVE,Condominium,20,RCR,99 yrs lease commencing from 1975,Resale,1,1350000,-,1313,Strata,11 to 15,1028,May-19
7402,EASTPOINT GREEN,SIMEI STREET 3,Condominium,18,OCR,99 yrs lease commencing from 1996,Resale,1,925000,-,1173,Strata,06 to 10,788,May-19
7403,PARC CENTROS,PUNGGOL CENTRAL,Condominium,19,OCR,99 yrs lease commencing from 2012,Resale,1,630000,-,463,Strata,11 to 15,1361,May-19
7404,BAYSHORE PARK,BAYSHORE ROAD,Condominium,16,OCR,99 yrs lease commencing from 1982,Resale,1,1238000,-,1292,Strata,16 to 20,958,May-19
7405,RAFFLESIA CONDOMINIUM,BISHAN STREET 21,Condominium,20,RCR,99 yrs lease commencing from 1997,Resale,1,1400000,-,1195,Strata,06 to 10,1172,May-19
7406,SUITES @ PAYA LEBAR,UPPER PAYA LEBAR ROAD,Apartment,19,OCR,Freehold,Resale,1,580000,-,398,Strata,01 to 05,1456,May-19
7407,PRESTO@UPPER SERANGOON,UPPER SERANGOON ROAD,Apartment,19,OCR,Freehold,Resale,1,650000,-,452,Strata,01 to 05,1438,May-19
7408,COSTA DEL SOL,BAYSHORE ROAD,Condominium,16,OCR,99 yrs lease commencing from 1997,Resale,1,2100000,-,1755,Strata,26 to 30,1197,May-19
7409,THE PALETTE,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2010,Resale,1,935000,-,893,Strata,06 to 10,1047,May-19
7410,FLO RESIDENCE,PUNGGOL FIELD WALK,Condominium,19,OCR,99 yrs lease commencing from 2011,Resale,1,828000,-,861,Strata,06 to 10,962,May-19
7411,D'NEST,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2010,Resale,1,1100000,-,969,Strata,11 to 15,1135,May-19
7412,FLO RESIDENCE,PUNGGOL FIELD WALK,Condominium,19,OCR,99 yrs lease commencing from 2011,Resale,1,820000,-,764,Strata,06 to 10,1073,May-19
7413,RIO VISTA,UPPER SERANGOON VIEW,Condominium,19,OCR,99 yrs lease commencing from 2001,Resale,1,900000,-,1249,Strata,11 to 15,721,May-19
7414,FABER GARDEN CONDOMINIUM,ANGKLONG LANE,Condominium,20,RCR,Freehold,Resale,1,2680000,-,2121,Strata,11 to 15,1264,May-19
7415,AQUARIUS BY THE PARK,BEDOK RESERVOIR VIEW,Condominium,16,OCR,99 yrs lease commencing from 1996,Resale,1,1300000,-,1324,Strata,11 to 15,982,Apr-19
7416,OPTIMA @ TANAH MERAH,TANAH MERAH KECHIL AVENUE,Condominium,16,OCR,99 yrs lease commencing from 2008,Resale,1,1250000,-,1055,Strata,06 to 10,1185,Apr-19
7417,THOMSON GRAND,SIN MING WALK,Condominium,20,RCR,99 yrs lease commencing from 2010,Resale,1,1690000,-,1346,Strata,01 to 05,1256,Apr-19
7418,THE GLADES,BEDOK RISE,Condominium,16,OCR,99 yrs lease commencing from 2013,Resale,1,800000,-,484,Strata,01 to 05,1652,Apr-19
7419,BAYSHORE PARK,BAYSHORE ROAD,Condominium,16,OCR,99 yrs lease commencing from 1982,Resale,1,1320000,-,1292,Strata,11 to 15,1022,Apr-19
7420,JEWEL @ BUANGKOK,COMPASSVALE BOW,Condominium,19,OCR,99 yrs lease commencing from 2012,Resale,1,1030000,-,732,Strata,01 to 05,1407,Apr-19
7421,BLISS@KOVAN,SIMON LANE,Condominium,19,OCR,Freehold,Resale,1,1628000,-,1163,Strata,01 to 05,1400,Apr-19
7422,LIVIA,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2008,Resale,1,1190000,-,1346,Strata,11 to 15,884,Apr-19
7423,BARTLEY RESIDENCES,LORONG HOW SUN,Apartment,19,OCR,99 yrs lease commencing from 2011,Resale,1,1168000,-,872,Strata,01 to 05,1340,Apr-19
7424,PRESTO@UPPER SERANGOON,UPPER SERANGOON ROAD,Apartment,19,OCR,Freehold,Resale,1,940000,-,818,Strata,01 to 05,1149,Apr-19
7425,CHANGI COURT,UPPER CHANGI ROAD EAST,Condominium,16,OCR,Freehold,Resale,1,925000,-,840,Strata,01 to 05,1102,Apr-19
7426,LIVIA,PASIR RIS GROVE,Condominium,18,OCR,99 yrs lease commencing from 2008,Resale,1,1100000,-,1324,Strata,06 to 10,831,Apr-19
