S/N,Project Name,Street Name,Type,Postal District,Market Segment,Tenure,Type of Sale,No. of Units,Price ($),Nett Price ($),Area (Sqft),Type of Area,Floor Level,Unit Price ($psf),Date of Sale
1463,AALTO,MEYER ROAD,Condominium,15,RCR,Freehold,Resale,1,3000000,-,1528,Strata,06 to 10,1963,Jun-21
1464,PARC ELEGANCE,TELOK KURAU ROAD,Apartment,15,OCR,Freehold,Resale,1,1160000,-,947,Strata,01 to 05,1225,Jun-21
1465,LEICESTER SUITES,LEICESTER ROAD,Apartment,13,RCR,Freehold,Resale,1,765000,-,484,Strata,06 to 10,1579,Jun-21
1466,BUCKLEY 18,BUCKLEY ROAD,Apartment,11,CCR,Freehold,Resale,1,2220000,-,1281,Strata,01 to 05,1733,Jun-21
1467,EIGHT RIVERSUITES,WHAMPOA EAST,Condominium,12,RCR,99 yrs lease commencing from 2011,Resale,1,1290000,-,872,Strata,06 to 10,1480,Jun-21
1468,SIGLAP V,FIRST STREET,Apartment,15,OCR,Freehold,Resale,1,1268000,-,1023,Strata,01 to 05,1240,Jun-21
1469,11 AMBER ROAD,AMBER ROAD,Apartment,15,RCR,Freehold,Resale,1,1800000,-,1346,Strata,06 to 10,1338,Jun-21
1470,ZEDGE,AKYAB ROAD,Apartment,11,CCR,Freehold,Resale,1,1000000,-,592,Strata,16 to 20,1689,Jun-21
1471,ESCADA VIEW,LENGKONG EMPAT,Condominium,14,OCR,Freehold,Resale,1,768000,-,753,Strata,01 to 05,1019,Jun-21
1472,CASA SARINA,LORONG SARINA,Condominium,14,OCR,Freehold,Resale,1,815000,-,743,Strata,01 to 05,1097,Jun-21
1473,SIMS URBAN OASIS,SIMS DRIVE,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,1080000,-,700,Strata,06 to 10,1544,Jun-21
1474,NOVENA COURT,JALAN NOVENA BARAT,Apartment,11,CCR,Freehold,Resale,1,1150000,-,861,Strata,01 to 05,1335,Jun-21
1475,KIM KEAT LODGE,KIM KEAT ROAD,Apartment,12,RCR,Freehold,Resale,1,2020000,-,2024,Strata,06 to 10,998,May-21
1476,ESPIRA RESIDENCE,LORONG K TELOK KURAU,Apartment,15,OCR,Freehold,Resale,1,1000000,-,1195,Strata,01 to 05,837,May-21
1477,JUPITER 18,LORONG 102 CHANGI,Apartment,15,RCR,Freehold,Resale,1,850000,-,829,Strata,01 to 05,1026,May-21
1478,THE WATERINA,LORONG 40 GEYLANG,Apartment,14,RCR,Freehold,Resale,1,1900000,-,1346,Strata,01 to 05,1412,May-21
1479,LAVERNE'S LOFT,LORONG L TELOK KURAU,Apartment,15,OCR,Freehold,Resale,1,578888,-,398,Strata,01 to 05,1454,May-21
1480,PARC BLEU,JOO CHIAT PLACE,Apartment,15,OCR,Freehold,Resale,1,680000,-,527,Strata,01 to 05,1289,May-21
1481,PARK INFINIA AT WEE NAM,LINCOLN ROAD,Condominium,11,CCR,Freehold,Resale,1,6500000,-,3283,Strata,26 to 30,1980,May-21
1482,SIGLAP V,FIRST STREET,Apartment,15,OCR,Freehold,Resale,1,1240000,-,1023,Strata,01 to 05,1213,May-21
1483,SKY GREEN,MACPHERSON ROAD,Condominium,13,RCR,Freehold,Resale,1,770000,-,463,Strata,06 to 10,1664,May-21
1484,SUNNY PALMS,LORONG G TELOK KURAU,Condominium,15,OCR,Freehold,Resale,1,1300000,-,1130,Strata,01 to 05,1150,May-21
1485,EUHABITAT,JALAN EUNOS,Condominium,14,OCR,99 yrs lease commencing from 2010,Resale,1,1192000,-,1012,Strata,01 to 05,1178,May-21
1486,VACANZA @ EAST,LENGKONG TUJOH,Condominium,14,OCR,Freehold,Resale,1,1643000,-,1604,Strata,11 to 15,1024,May-21
1487,38 I SUITES,IPOH LANE,Apartment,15,RCR,Freehold,Resale,1,1250000,-,1216,Strata,16 to 20,1028,May-21
1488,SIMS RESIDENCES,LORONG 39 GEYLANG,Apartment,14,RCR,99 yrs lease commencing from 1997,Resale,1,1285000,-,1442,Strata,06 to 10,891,May-21
1489,ASTON LODGE,LORONG 8 GEYLANG,Apartment,14,RCR,Freehold,Resale,1,700000,-,807,Strata,01 to 05,867,May-21
1490,SUNSHINE REGENCY,RAMBAI ROAD,Apartment,15,RCR,Freehold,Resale,1,1160000,-,1152,Strata,01 to 05,1007,May-21
1491,BERKELEY RESIDENCES,LORONG N TELOK KURAU,Apartment,15,OCR,Freehold,Resale,1,1825000,-,1442,Strata,01 to 05,1265,May-21
1492,CASSIA VIEW,GUILLEMARD ROAD,Apartment,14,RCR,Freehold,Resale,1,2900888,-,2411,Strata,16 to 20,1203,May-21
1493,AURA 83,DUKU ROAD,Apartment,15,RCR,Freehold,Resale,1,1065000,-,775,Strata,01 to 05,1374,May-21
1494,EIGHT RIVERSUITES,WHAMPOA EAST,Condominium,12,RCR,99 yrs lease commencing from 2011,Resale,1,695000,-,441,Strata,06 to 10,1575,May-21
1495,SIMS URBAN OASIS,SIMS DRIVE,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,990888,-,710,Strata,11 to 15,1395,May-21
1496,ONE AMBER,AMBER GARDENS,Condominium,15,RCR,Freehold,Resale,1,2687000,-,2099,Strata,01 to 05,1280,May-21
1497,SIMSVILLE,GEYLANG EAST AVENUE 2,Condominium,14,RCR,99 yrs lease commencing from 1994,Resale,1,1306000,-,1249,Strata,06 to 10,1046,May-21
1498,SANT RITZ,PHENG GECK AVENUE,Condominium,13,RCR,99 yrs lease commencing from 2012,Resale,1,2080000,-,1787,Strata,01 to 05,1164,May-21
1499,EIGHT RIVERSUITES,WHAMPOA EAST,Condominium,12,RCR,99 yrs lease commencing from 2011,Resale,1,1530000,-,1033,Strata,11 to 15,1481,May-21
1500,SANCTUARY GREEN,TANJONG RHU ROAD,Condominium,15,RCR,99 yrs lease commencing from 1997,Resale,1,1515000,-,1141,Strata,11 to 15,1328,May-21
1501,TIVOLI GRANDE,KOON SENG ROAD,Apartment,15,RCR,Freehold,Resale,1,980000,-,850,Strata,01 to 05,1152,May-21
1502,SIMS GREEN,LORONG 27A GEYLANG,Apartment,14,RCR,99 yrs lease commencing from 2001,Resale,1,1090000,-,1238,Strata,01 to 05,881,May-21
1503,CARMI MANSIONS,LORONG 33 GEYLANG,Apartment,14,RCR,Freehold,Resale,1,1128000,-,1313,Strata,01 to 05,859,May-21
1504,IMPERIAL HEIGHTS,IPOH LANE,Apartment,15,RCR,Freehold,Resale,1,620000,-,452,Strata,06 to 10,1371,May-21
1505,THE VENUE RESIDENCES,TAI THONG CRESCENT,Apartment,13,RCR,99 yrs lease commencing from 2012,Resale,1,1350000,-,840,Strata,06 to 10,1608,May-21
1506,VA RESIDENCES,BOON TECK ROAD,Apartment,12,RCR,Freehold,Resale,1,720000,-,506,Strata,06 to 10,1423,May-21
1507,BARTLEY RIDGE,MOUNT VERNON ROAD,Condominium,13,RCR,99 yrs lease commencing from 2012,Resale,1,1325000,-,969,Strata,01 to 05,1368,May-21
1508,TRILIGHT,NEWTON ROAD,Condominium,11,CCR,Freehold,Resale,1,4200000,-,2099,Strata,16 to 20,2001,May-21
1509,SIMS URBAN OASIS,SIMS DRIVE,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,760000,-,463,Strata,06 to 10,1642,May-21
1510,TREVISTA,LORONG 3 TOA PAYOH,Condominium,12,RCR,99 yrs lease commencing from 2008,Resale,1,1678000,-,1141,Strata,21 to 25,1471,May-21
1511,ASTORIA PARK,LORONG MYDIN,Condominium,14,OCR,99 yrs lease commencing from 1993,Resale,1,1300000,-,1195,Strata,11 to 15,1088,May-21
1512,SIMSVILLE,GEYLANG EAST AVENUE 2,Condominium,14,RCR,99 yrs lease commencing from 1994,Resale,1,1080000,-,969,Strata,16 to 20,1115,May-21
1513,SENNETT RESIDENCE,PHENG GECK AVENUE,Condominium,13,RCR,99 yrs lease commencing from 2011,Resale,1,1580000,-,1550,Strata,01 to 05,1019,May-21
1514,THE SEAWIND,LORONG M TELOK KURAU,Condominium,15,OCR,Freehold,Resale,1,1560000,-,915,Strata,01 to 05,1705,May-21
1515,HAIG COURT,HAIG ROAD,Condominium,15,RCR,Freehold,Resale,1,2700000,-,1582,Strata,11 to 15,1706,May-21
1516,BUTTERWORTH 8,BUTTERWORTH LANE,Condominium,15,RCR,Freehold,Resale,1,2150000,-,1313,Strata,11 to 15,1637,May-21
1517,FULCRUM,FORT ROAD,Condominium,15,RCR,Freehold,Resale,1,1518000,-,829,Strata,16 to 20,1832,May-21
1518,TRE RESIDENCES,GEYLANG EAST AVENUE 1,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,685000,-,420,Strata,01 to 05,1632,May-21
1519,SMART SUITES,SIMS AVENUE,Apartment,14,RCR,Freehold,Resale,1,725000,-,527,Strata,01 to 05,1375,May-21
1520,THE VENUE RESIDENCES,TAI THONG CRESCENT,Apartment,13,RCR,99 yrs lease commencing from 2012,Resale,1,1210000,-,850,Strata,06 to 10,1423,May-21
1521,CHELSEA GROVE,MARTABAN ROAD,Apartment,12,RCR,Freehold,Resale,1,1200000,-,990,Strata,06 to 10,1212,May-21
1522,THE ARTE,JALAN RAJA UDANG,Condominium,12,RCR,Freehold,Resale,1,2200000,-,1625,Strata,16 to 20,1354,May-21
1523,SERENITY BREEZE,LORONG J TELOK KURAU,Apartment,15,OCR,Freehold,Resale,1,1300000,-,1335,Strata,01 to 05,974,May-21
1524,THE BEACON EDGE,TEMBELING ROAD,Apartment,15,RCR,Freehold,Resale,1,1600000,-,969,Strata,01 to 05,1652,May-21
1525,AURA 83,DUKU ROAD,Apartment,15,RCR,Freehold,Resale,1,818000,-,506,Strata,01 to 05,1617,May-21
1526,ST FRANCIS LODGE,ST. FRANCIS ROAD,Apartment,12,RCR,Freehold,Resale,1,1395000,-,1216,Strata,01 to 05,1147,May-21
1527,THE MIDAS,LORONG 30 GEYLANG,Apartment,14,RCR,Freehold,Resale,1,1100000,-,1098,Strata,01 to 05,1002,May-21
1528,RESIDENTIAL APARTMENTS,LORONG 6 GEYLANG,Apartment,14,RCR,Freehold,Resale,1,3000000,-,1320,Strata,01 to 05,2273,May-21
1529,THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,Apartment,13,RCR,99 yrs lease commencing from 2014,Resale,1,1360000,-,775,Strata,01 to 05,1755,May-21
1530,EUHABITAT,JALAN EUNOS,Condominium,14,OCR,99 yrs lease commencing from 2010,Resale,1,768000,-,614,Strata,01 to 05,1252,May-21
1531,COSTA RHU,RHU CROSS,Condominium,15,RCR,99 yrs lease commencing from 1994,Resale,1,1290000,-,1012,Strata,01 to 05,1275,May-21
1532,EUHABITAT,JALAN EUNOS,Condominium,14,OCR,99 yrs lease commencing from 2010,Resale,1,715000,-,592,Strata,01 to 05,1208,May-21
1533,OCEAN PARK,EAST COAST ROAD,Condominium,15,OCR,Freehold,Resale,1,3130000,-,2110,Strata,01 to 05,1484,May-21
1534,THE TRUMPS,JALAN KEMBANGAN,Condominium,14,OCR,99 yrs lease commencing from 2000,Resale,1,1230000,-,1044,Strata,01 to 05,1178,May-21
1535,CASUARINA COVE,TANJONG RHU ROAD,Condominium,15,RCR,99 yrs lease commencing from 1993,Resale,1,1530000,-,1216,Strata,01 to 05,1258,May-21
1536,AMBER RESIDENCES,AMBER ROAD,Condominium,15,RCR,Freehold,Resale,1,2200000,-,1249,Strata,11 to 15,1762,May-21
1537,8@WOODLEIGH,WOODLEIGH CLOSE,Condominium,13,RCR,99 yrs lease commencing from 2008,Resale,1,1188000,-,840,Strata,11 to 15,1415,May-21
1538,SHELFORD REGENCY,SHELFORD ROAD,Condominium,11,CCR,Freehold,Resale,1,1848000,-,1152,Strata,01 to 05,1605,May-21
1539,GILSTEAD TWO,GILSTEAD ROAD,Apartment,11,CCR,Freehold,Resale,1,1528000,-,775,Strata,11 to 15,1972,May-21
1540,RITZ REGENCY,IPOH LANE,Apartment,15,RCR,Freehold,Resale,1,1700000,-,1195,Strata,11 to 15,1423,May-21
1541,D'ECOSIA,STILL ROAD SOUTH,Condominium,15,OCR,Freehold,Resale,1,1950000,-,1755,Strata,01 to 05,1111,May-21
1542,THE CALLISTA,MAR THOMA ROAD,Apartment,12,RCR,999 yrs lease commencing from 1882,Resale,1,1280000,-,1130,Strata,06 to 10,1133,May-21
1543,SERAYA 9,SERAYA LANE,Apartment,15,RCR,Freehold,Resale,1,1060000,-,818,Strata,01 to 05,1296,May-21
1544,THE CAPE,AMBER ROAD,Apartment,15,RCR,Freehold,Resale,1,1525000,-,850,Strata,06 to 10,1793,May-21
1545,GUILLEMARD EDGE,LORONG 30 GEYLANG,Apartment,14,RCR,Freehold,Resale,1,812000,-,549,Strata,06 to 10,1479,May-21
1546,SANCTUARY GREEN,TANJONG RHU ROAD,Condominium,15,RCR,99 yrs lease commencing from 1997,Resale,1,1118000,-,775,Strata,01 to 05,1443,May-21
1547,VILLA DES FLORES,WHITLEY ROAD,Condominium,11,CCR,Freehold,Resale,1,2600000,-,1916,Strata,01 to 05,1357,May-21
1548,LEGENDA AT JOO CHIAT,JOO CHIAT LANE,Condominium,15,RCR,99 yrs lease commencing from 2001,Resale,1,1180000,-,1033,Strata,01 to 05,1142,May-21
1549,TREVISTA,LORONG 3 TOA PAYOH,Condominium,12,RCR,99 yrs lease commencing from 2008,Resale,1,1280000,-,915,Strata,06 to 10,1399,May-21
1550,COSTA RHU,RHU CROSS,Condominium,15,RCR,99 yrs lease commencing from 1994,Resale,1,1300000,-,1012,Strata,06 to 10,1285,May-21
1551,FLAMINGO VALLEY,SIGLAP ROAD,Condominium,15,OCR,Freehold,Resale,1,2050000,-,1389,Strata,01 to 05,1476,May-21
1552,SKY GREEN,MACPHERSON ROAD,Condominium,13,RCR,Freehold,Resale,1,740000,-,463,Strata,11 to 15,1599,May-21
1553,BEACON HEIGHTS,MAR THOMA ROAD,Condominium,12,RCR,999 yrs lease commencing from 1882,Resale,1,1308000,-,1109,Strata,16 to 20,1180,May-21
1554,SILVERSEA,MARINE PARADE ROAD,Condominium,15,RCR,99 yrs lease commencing from 2007,Resale,1,2680000,-,1572,Strata,06 to 10,1705,May-21
1555,FLAMINGO VALLEY,SIGLAP ROAD,Condominium,15,OCR,Freehold,Resale,1,1740000,-,1206,Strata,01 to 05,1443,May-21
1556,SOLEIL @ SINARAN,SINARAN DRIVE,Condominium,11,CCR,99 yrs lease commencing from 2006,Resale,1,2860000,-,1464,Strata,16 to 20,1954,May-21
1557,THE VERVE,JALAN RAJAH,Apartment,12,RCR,Freehold,Resale,1,616000,-,441,Strata,01 to 05,1396,May-21
1558,TAIPAN REGENCY,HAIG ROAD,Apartment,15,RCR,Freehold,Resale,1,1380000,-,1206,Strata,01 to 05,1145,May-21
1559,BARTLEY RIDGE,MOUNT VERNON ROAD,Condominium,13,RCR,99 yrs lease commencing from 2012,Resale,1,1065000,-,721,Strata,01 to 05,1477,May-21
1560,AMBER SKYE,AMBER ROAD,Apartment,15,RCR,Freehold,Resale,1,2201400,-,1216,Strata,01 to 05,1810,May-21
1561,SPRING @ LANGSAT,LANGSAT ROAD,Apartment,15,RCR,Freehold,Resale,1,993000,-,969,Strata,01 to 05,1025,May-21
1562,UNITED MANSION,EAST COAST ROAD,Apartment,15,OCR,Freehold,Resale,1,1420000,-,1141,Strata,01 to 05,1245,May-21
1563,SIMS GREEN,LORONG 27A GEYLANG,Apartment,14,RCR,99 yrs lease commencing from 2001,Resale,1,1170000,-,1249,Strata,01 to 05,937,May-21
1564,VIENTO,LORONG 30 GEYLANG,Apartment,14,RCR,Freehold,Resale,1,610000,-,474,Strata,06 to 10,1288,May-21
1565,MANDALE HEIGHTS,MANDALAY ROAD,Apartment,11,CCR,Freehold,Resale,1,1795000,-,1216,Strata,11 to 15,1476,May-21
1566,91 MARSHALL,MARSHALL ROAD,Apartment,15,RCR,Freehold,Resale,1,1690000,-,1399,Strata,01 to 05,1208,May-21
1567,THE VINES,LORONG SARINA,Apartment,14,OCR,Freehold,Resale,1,1280000,-,1109,Strata,01 to 05,1155,May-21
1568,KNOX VIEW,LORONG M TELOK KURAU,Apartment,15,OCR,Freehold,Resale,1,2180000,-,2207,Strata,01 to 05,988,May-21
1569,OLEANDER TOWERS,LORONG 1 TOA PAYOH,Apartment,12,RCR,99 yrs lease commencing from 1995,Resale,1,1300000,-,1141,Strata,11 to 15,1139,May-21
1570,THE SEAWIND,LORONG M TELOK KURAU,Condominium,15,OCR,Freehold,Resale,1,1091000,-,657,Strata,01 to 05,1662,May-21
1571,BEACON HEIGHTS,MAR THOMA ROAD,Condominium,12,RCR,999 yrs lease commencing from 1882,Resale,1,825000,-,667,Strata,11 to 15,1236,May-21
1572,LE CRESCENDO,PAYA LEBAR ROAD,Condominium,14,RCR,Freehold,Resale,1,1650000,-,1184,Strata,16 to 20,1394,May-21
1573,EIGHT RIVERSUITES,WHAMPOA EAST,Condominium,12,RCR,99 yrs lease commencing from 2011,Resale,1,750000,-,441,Strata,26 to 30,1699,May-21
1574,COSTA RHU,RHU CROSS,Condominium,15,RCR,99 yrs lease commencing from 1994,Resale,1,2655500,-,2056,Strata,01 to 05,1292,May-21
1575,COSTA RHU,RHU CROSS,Condominium,15,RCR,99 yrs lease commencing from 1994,Resale,1,1620000,-,1399,Strata,01 to 05,1158,May-21
1576,TREVISTA,LORONG 3 TOA PAYOH,Condominium,12,RCR,99 yrs lease commencing from 2008,Resale,1,1920000,-,1281,Strata,16 to 20,1499,May-21
1577,COSTA RHU,RHU CROSS,Condominium,15,RCR,99 yrs lease commencing from 1994,Resale,1,1230000,-,1012,Strata,01 to 05,1216,May-21
1578,COSTA RHU,RHU CROSS,Condominium,15,RCR,99 yrs lease commencing from 1994,Resale,1,1720000,-,1335,Strata,06 to 10,1289,May-21
1579,MONTEBLEU,MINBU ROAD,Condominium,11,CCR,Freehold,Resale,1,1318000,-,807,Strata,21 to 25,1633,May-21
1580,SUITES@ KATONG,TANJONG KATONG ROAD,Apartment,15,RCR,Freehold,Resale,1,590000,-,409,Strata,01 to 05,1442,May-21
1581,THE TREVOSE,TREVOSE CRESCENT,Condominium,11,CCR,99 yrs lease commencing from 1996,Resale,1,2550000,-,1894,Strata,01 to 05,1346,May-21
1582,BLOSSOMS @ WOODLEIGH,WOODLEIGH CLOSE,Condominium,13,RCR,Freehold,Resale,1,1860000,-,1206,Strata,01 to 05,1543,May-21
1583,PARK INFINIA AT WEE NAM,LINCOLN ROAD,Condominium,11,CCR,Freehold,Resale,1,2220000,-,1001,Strata,21 to 25,2218,May-21
1584,BARTLEY RIDGE,MOUNT VERNON ROAD,Condominium,13,RCR,99 yrs lease commencing from 2012,Resale,1,728000,-,495,Strata,06 to 10,1470,May-21
1585,SKY GREEN,MACPHERSON ROAD,Condominium,13,RCR,Freehold,Resale,1,1760000,-,1163,Strata,06 to 10,1514,May-21
1586,COSTA RHU,RHU CROSS,Condominium,15,RCR,99 yrs lease commencing from 1994,Resale,1,1750000,-,1399,Strata,11 to 15,1251,May-21
1587,THE ATRIA AT MEYER,MEYER ROAD,Condominium,15,RCR,Freehold,Resale,1,2800000,-,1615,Strata,11 to 15,1734,May-21
1588,SHELFORD SUITES,SHELFORD ROAD,Condominium,11,CCR,Freehold,Resale,1,2180000,-,1270,Strata,01 to 05,1716,May-21
1589,PINNACLE 16,SHAN ROAD,Apartment,12,RCR,Freehold,Resale,1,1330000,-,915,Strata,06 to 10,1454,May-21
1590,SUITES@ KATONG,TANJONG KATONG ROAD,Apartment,15,RCR,Freehold,Resale,1,610000,-,452,Strata,01 to 05,1349,May-21
1591,COSMO,GUILLEMARD CRESCENT,Apartment,14,RCR,Freehold,Resale,1,970000,-,667,Strata,01 to 05,1453,May-21
1592,IRIDIUM,LINCOLN ROAD,Apartment,11,CCR,Freehold,Resale,1,1980000,-,1184,Strata,11 to 15,1672,May-21
1593,VETRO,MAR THOMA ROAD,Apartment,12,RCR,999 yrs lease commencing from 1882,Resale,1,580000,-,474,Strata,06 to 10,1225,May-21
1594,SKYSUITES17,JALAN RAJAH,Apartment,12,RCR,Freehold,Resale,1,600000,-,355,Strata,11 to 15,1689,May-21
1595,THE MINT RESIDENCES,JOO CHIAT TERRACE,Apartment,15,RCR,Freehold,Resale,1,2110000,-,1927,Strata,01 to 05,1095,May-21
1596,THE VIRIDIAN,JALAN AMPAS,Apartment,12,RCR,Freehold,Resale,1,770000,-,506,Strata,16 to 20,1522,May-21
1597,DAWN VILLE,BUTTERWORTH LANE,Apartment,15,RCR,Freehold,Resale,1,1633888,-,1206,Strata,06 to 10,1355,May-21
1598,MILLAGE,CHANGI ROAD,Apartment,14,RCR,Freehold,Resale,1,680000,-,463,Strata,06 to 10,1469,May-21
1599,VENTURA VIEW,RAMBUTAN ROAD,Apartment,15,RCR,Freehold,Resale,1,615000,-,581,Strata,01 to 05,1058,May-21
1600,THE GLYNDEBOURNE,TREVOSE CRESCENT,Condominium,11,CCR,Freehold,Resale,1,4920000,-,2669,Strata,01 to 05,1843,May-21
1601,OLEANDER TOWERS,LORONG 1 TOA PAYOH,Apartment,12,RCR,99 yrs lease commencing from 1995,Resale,1,1308000,-,1152,Strata,11 to 15,1136,May-21
1602,THE AMBRA,LORONG H TELOK KURAU,Apartment,15,OCR,Freehold,Resale,1,1350000,-,1173,Strata,01 to 05,1151,May-21
1603,THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,Apartment,13,RCR,99 yrs lease commencing from 2014,Resale,1,1920000,-,1152,Strata,16 to 20,1667,May-21
1604,CASA MEYA,MEYAPPA CHETTIAR ROAD,Apartment,13,RCR,Freehold,Resale,1,1110000,-,807,Strata,01 to 05,1375,May-21
1605,CENTRA HEIGHTS,SIMS AVENUE,Apartment,14,RCR,Freehold,Resale,1,660000,-,463,Strata,01 to 05,1426,May-21
1606,THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,Apartment,13,RCR,99 yrs lease commencing from 2014,Resale,1,710000,-,420,Strata,06 to 10,1691,May-21
1607,THE RIVERINE BY THE PARK,KALLANG ROAD,Apartment,12,RCR,Freehold,Resale,1,2280000,-,1206,Strata,16 to 20,1891,May-21
1608,THE AMBROSIA,LORONG N TELOK KURAU,Apartment,15,OCR,Freehold,Resale,1,1730000,-,1313,Strata,01 to 05,1317,May-21
1609,HILLCREST ARCADIA,ARCADIA ROAD,Condominium,11,CCR,99 yrs lease commencing from 1975,Resale,1,2500000,-,2896,Strata,01 to 05,863,May-21
1610,COSTA RHU,RHU CROSS,Condominium,15,RCR,99 yrs lease commencing from 1994,Resale,1,1300000,-,1012,Strata,06 to 10,1285,May-21
1611,SILVERSEA,MARINE PARADE ROAD,Condominium,15,RCR,99 yrs lease commencing from 2007,Resale,1,2650000,-,1507,Strata,06 to 10,1759,May-21
1612,FLAMINGO VALLEY,SIGLAP ROAD,Condominium,15,OCR,Freehold,Resale,1,1160000,-,829,Strata,01 to 05,1400,May-21
1613,PARK INFINIA AT WEE NAM,LINCOLN ROAD,Condominium,11,CCR,Freehold,Resale,1,3150000,-,1442,Strata,21 to 25,2184,May-21
1614,GUILLEMARD EDGE,LORONG 30 GEYLANG,Apartment,14,RCR,Freehold,Resale,1,770000,-,560,Strata,06 to 10,1376,May-21
1615,ESTERINA,HAIG AVENUE,Apartment,15,RCR,Freehold,Resale,1,1200000,-,1044,Strata,01 to 05,1149,May-21
1616,ADRIA,DERBYSHIRE ROAD,Apartment,11,CCR,Freehold,Resale,1,2600000,-,1410,Strata,01 to 05,1844,May-21
1617,PARK EAST,JALAN TUA KONG,Condominium,15,OCR,Freehold,Resale,1,2370000,-,1647,Strata,01 to 05,1439,May-21
1618,TRE RESIDENCES,GEYLANG EAST AVENUE 1,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,1475000,-,947,Strata,11 to 15,1557,May-21
1619,THE ESPIRA,LORONG L TELOK KURAU,Apartment,15,OCR,Freehold,Resale,1,1280000,-,1087,Strata,01 to 05,1177,May-21
1620,ASTON MANSIONS,LORONG 42 GEYLANG,Apartment,14,RCR,99 yrs lease commencing from 1995,Resale,1,975000,-,1141,Strata,01 to 05,855,May-21
1621,THE CAPE,AMBER ROAD,Apartment,15,RCR,Freehold,Resale,1,1125000,-,646,Strata,01 to 05,1742,May-21
1622,ESPIRA SPRING,LORONG G TELOK KURAU,Apartment,15,OCR,Freehold,Resale,1,1950000,-,2379,Strata,01 to 05,820,May-21
1623,RIVERBAY,MAR THOMA ROAD,Apartment,12,RCR,999 yrs lease commencing from 1882,Resale,1,1238000,-,947,Strata,11 to 15,1307,May-21
1624,BEACON HEIGHTS,MAR THOMA ROAD,Condominium,12,RCR,999 yrs lease commencing from 1882,Resale,1,1040000,-,893,Strata,01 to 05,1164,May-21
1625,PARK EAST,JALAN TUA KONG,Condominium,15,OCR,Freehold,Resale,1,2330000,-,1690,Strata,01 to 05,1379,May-21
1626,VILLA MARINA,JALAN SEMPADAN,Condominium,15,OCR,99 yrs lease commencing from 1995,Resale,1,1850000,-,2024,Strata,01 to 05,914,May-21
1627,VACANZA @ EAST,LENGKONG TUJOH,Condominium,14,OCR,Freehold,Resale,1,1210000,-,1033,Strata,01 to 05,1171,May-21
1628,WATERBANK AT DAKOTA,DAKOTA CRESCENT,Condominium,14,RCR,99 yrs lease commencing from 2009,Resale,1,1385000,-,883,Strata,01 to 05,1569,May-21
1629,EIGHT RIVERSUITES,WHAMPOA EAST,Condominium,12,RCR,99 yrs lease commencing from 2011,Resale,1,1035000,-,700,Strata,11 to 15,1479,May-21
1630,BLOSSOMS @ WOODLEIGH,WOODLEIGH CLOSE,Condominium,13,RCR,Freehold,Resale,1,2388800,-,1410,Strata,11 to 15,1694,May-21
1631,ONE LEICESTER,LEICESTER ROAD,Condominium,13,RCR,Freehold,Resale,1,1250000,-,904,Strata,11 to 15,1382,May-21
1632,THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,Apartment,13,RCR,99 yrs lease commencing from 2014,Resale,1,1380000,-,840,Strata,01 to 05,1644,May-21
1633,PEBBLE BAY,TANJONG RHU ROAD,Condominium,15,RCR,99 yrs lease commencing from 1994,Resale,1,3200000,-,2336,Strata,01 to 05,1370,May-21
1634,THE SCENIC @ BRADDELL,BRADDELL ROAD,Apartment,13,OCR,Freehold,Resale,1,1580000,-,1550,Strata,01 to 05,1019,May-21
1635,THE WATERINA,LORONG 40 GEYLANG,Apartment,14,RCR,Freehold,Resale,1,1255000,-,969,Strata,01 to 05,1295,May-21
1636,THE MORNINGTON,ST. MICHAEL'S ROAD,Apartment,12,RCR,Freehold,Resale,1,1320000,-,1249,Strata,01 to 05,1057,May-21
1637,10 SHELFORD,SHELFORD ROAD,Apartment,11,CCR,Freehold,Resale,1,770000,-,431,Strata,01 to 05,1788,May-21
1638,SPRING @ LANGSAT,LANGSAT ROAD,Apartment,15,RCR,Freehold,Resale,1,2021000,-,1808,Strata,01 to 05,1118,May-21
1639,CRADELS,LORONG LIMAU,Apartment,12,RCR,Freehold,Resale,1,686000,-,441,Strata,16 to 20,1554,May-21
1640,EQUATORIAL APARTMENTS,MEYER ROAD,Apartment,15,RCR,Freehold,Resale,1,3650000,-,2497,Strata,01 to 05,1462,May-21
1641,ORCHID APARTMENTS,ENG NEO AVENUE,Apartment,11,CCR,Freehold,Resale,1,2020000,-,1356,Strata,01 to 05,1489,May-21
1642,NEWTON 21,NEWTON ROAD,Apartment,11,CCR,Freehold,Resale,1,2380003,-,1184,Strata,11 to 15,2010,May-21
1643,SIMS URBAN OASIS,SIMS DRIVE,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,750000,-,463,Strata,11 to 15,1620,May-21
